,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct,Closer_City
253,"Albany, OR",-123.0966,44.6274,"Coral Springs, FL",-80.2591,26.2702,"Manchester, NH",-71.4447,42.9848,Is Albany OR closer to Coral Springs FL or Manchester NH?,"Coral Springs, FL",False,"Manchester, NH"
254,"Traverse City, MI",-85.6035,44.7547,"Tulare, CA",-119.34,36.1996,"Coeur d'Alene, ID",-116.7935,47.7041,Is Traverse City MI closer to Tulare CA or Coeur d'Alene ID?,"Tulare, CA",False,"Coeur d'Alene, ID"
255,"Rockville, MD",-77.1552,39.0834,"Hacienda Heights, CA",-117.9728,33.997,"Denton, TX",-97.1419,33.2176,Is Rockville MD closer to Hacienda Heights CA or Denton TX?,"Denton, TX",True,"Denton, TX"
256,"Oak Park, IL",-87.7899,41.8872,"State College, PA",-77.8568,40.7909,"Virginia Beach, VA",-76.0435,36.7335,Is Oak Park IL closer to State College PA or Virginia Beach VA?,"State College, PA",True,"State College, PA"
257,"Loveland, CO",-105.0623,40.4166,"Columbus, GA",-84.8771,32.51,"Santa Maria, CA",-120.4432,34.9334,Is Loveland CO closer to Columbus GA or Santa Maria CA?,"Columbus, GA",False,"Santa Maria, CA"
258,"Portsmouth, VA",-76.354,36.8468,"Kansas City, KS",-94.7443,39.1234,"Lake Forest, CA",-117.6712,33.6606,Is Portsmouth VA closer to Kansas City KS or Lake Forest CA?,"Kansas City, KS",True,"Kansas City, KS"
259,"Houston, TX",-95.3889,29.7863,"Guaynabo, PR",-66.1134,18.3839,"Fairfield, CA",-122.0324,38.2592,Is Houston TX closer to Guaynabo PR or Fairfield CA?,"Guaynabo, PR",False,"Fairfield, CA"
260,"Livermore, CA",-121.7608,37.6862,"Tuscaloosa, AL",-87.5267,33.2348,"Antioch, CA",-121.7958,37.9789,Is Livermore CA closer to Tuscaloosa AL or Antioch CA?,"Tuscaloosa, AL",False,"Antioch, CA"
261,"Spring, TX",-95.383,30.0613,"Corvallis, OR",-123.278,44.5697,"Temple, TX",-97.3894,31.1076,Is Spring TX closer to Corvallis OR or Temple TX?,"Corvallis, OR",False,"Temple, TX"
262,"Baytown, TX",-94.9669,29.7586,"Hamilton, OH",-84.5653,39.3938,"Livermore, CA",-121.7608,37.6862,Is Baytown TX closer to Hamilton OH or Livermore CA?,"Hamilton, OH",True,"Hamilton, OH"
263,"Cleveland, OH",-81.6804,41.4767,"Lauderhill, FL",-80.2242,26.1605,"Westland, MI",-83.3805,42.3192,Is Cleveland OH closer to Lauderhill FL or Westland MI?,"Lauderhill, FL",False,"Westland, MI"
264,"Brentwood, CA",-121.7191,37.9355,"North Port, FL",-82.1975,27.0577,"Eagle Pass, TX",-100.484,28.7125,Is Brentwood CA closer to North Port FL or Eagle Pass TX?,"North Port, FL",False,"Eagle Pass, TX"
265,"Casper, WY",-106.3207,42.842,"Kalamazoo, MI",-85.5882,42.2749,"Daytona Beach, FL",-81.0982,29.1994,Is Casper WY closer to Kalamazoo MI or Daytona Beach FL?,"Daytona Beach, FL",False,"Kalamazoo, MI"
266,"Lorain, OH",-82.184,41.4409,"Aurora, IL",-88.2901,41.7637,"San Francisco, CA",-122.443,37.7562,Is Lorain OH closer to Aurora IL or San Francisco CA?,"Aurora, IL",True,"Aurora, IL"
267,"Leander, TX",-97.8618,30.5728,"Johns Creek, GA",-84.2027,34.0333,"Hanover, PA",-76.9835,39.8117,Is Leander TX closer to Johns Creek GA or Hanover PA?,"Johns Creek, GA",True,"Johns Creek, GA"
268,"Dalton, GA",-84.9712,34.769,"Rio Rancho, NM",-106.6981,35.2872,"Hanover, PA",-76.9835,39.8117,Is Dalton GA closer to Rio Rancho NM or Hanover PA?,"Rio Rancho, NM",False,"Hanover, PA"
269,"Hialeah, FL",-80.3046,25.8696,"Alton, IL",-90.1523,38.9034,"Edina, MN",-93.3602,44.8914,Is Hialeah FL closer to Alton IL or Edina MN?,"Alton, IL",True,"Alton, IL"
270,"Kingston, NY",-73.9968,41.9295,"Chandler, AZ",-111.8516,33.2826,"League City, TX",-95.1087,29.4873,Is Kingston NY closer to Chandler AZ or League City TX?,"League City, TX",True,"League City, TX"
271,"Hesperia, CA",-117.3147,34.3975,"Upland, CA",-117.6603,34.1178,"San Tan Valley, AZ",-111.5472,33.1879,Is Hesperia CA closer to Upland CA or San Tan Valley AZ?,"San Tan Valley, AZ",False,"Upland, CA"
272,"Harrisonburg, VA",-78.8735,38.4361,"Bozeman, MT",-111.0552,45.6832,"Wheeling, WV",-80.6951,40.0752,Is Harrisonburg VA closer to Bozeman MT or Wheeling WV?,"Bozeman, MT",False,"Wheeling, WV"
273,"Kendale Lakes, FL",-80.4078,25.7081,"Newark, NJ",-74.1725,40.7245,"Bryan, TX",-96.3668,30.6657,Is Kendale Lakes FL closer to Newark NJ or Bryan TX?,"Newark, NJ",False,"Bryan, TX"
274,"Danbury, CT",-73.471,41.4016,"Bethlehem, PA",-75.3679,40.6266,"Springfield, IL",-89.6538,39.771,Is Danbury CT closer to Bethlehem PA or Springfield IL?,"Bethlehem, PA",True,"Bethlehem, PA"
275,"Lansing, MI",-84.5601,42.7142,"Fremont, CA",-121.9852,37.5265,"Chandler, AZ",-111.8516,33.2826,Is Lansing MI closer to Fremont CA or Chandler AZ?,"Fremont, CA",False,"Chandler, AZ"
276,"Stockton, CA",-121.3109,37.9765,"Brentwood, NY",-73.2522,40.7839,"Stillwater, OK",-97.074,36.1316,Is Stockton CA closer to Brentwood NY or Stillwater OK?,"Brentwood, NY",False,"Stillwater, OK"
277,"Palm Bay, FL",-80.6627,27.955,"Oxnard, CA",-119.1815,34.1963,"Texarkana, TX",-94.0815,33.4487,Is Palm Bay FL closer to Oxnard CA or Texarkana TX?,"Oxnard, CA",False,"Texarkana, TX"
278,"Amarillo, TX",-101.8311,35.1988,"Sandy Springs, GA",-84.3703,33.9366,"Bozeman, MT",-111.0552,45.6832,Is Amarillo TX closer to Sandy Springs GA or Bozeman MT?,"Sandy Springs, GA",False,"Bozeman, MT"
279,"Glendora, CA",-117.8468,34.1449,"Overland Park, KS",-94.687,38.887,"Alafaya, FL",-81.1865,28.5278,Is Glendora CA closer to Overland Park KS or Alafaya FL?,"Overland Park, KS",True,"Overland Park, KS"
280,"Bethesda, MD",-77.1188,38.9866,"Columbia, MD",-76.859,39.2004,"Lakewood, CA",-118.1221,33.8471,Is Bethesda MD closer to Columbia MD or Lakewood CA?,"Columbia, MD",True,"Columbia, MD"
281,"Lake Charles, LA",-93.2122,30.2012,"Homestead, FL",-80.4472,25.4665,"Duluth, MN",-92.1392,46.7756,Is Lake Charles LA closer to Homestead FL or Duluth MN?,"Homestead, FL",True,"Homestead, FL"
282,"Lynwood, CA",-118.2017,33.924,"Dale City, VA",-77.3459,38.6473,"Lacey, WA",-122.7934,47.046,Is Lynwood CA closer to Dale City VA or Lacey WA?,"Dale City, VA",False,"Lacey, WA"
283,"Port Arthur, TX",-93.9264,29.8554,"Clearwater, FL",-82.7622,27.9789,"Columbus, OH",-82.985,39.9862,Is Port Arthur TX closer to Clearwater FL or Columbus OH?,"Clearwater, FL",True,"Clearwater, FL"
284,"Bethlehem, PA",-75.3679,40.6266,"Hialeah, FL",-80.3046,25.8696,"Rocklin, CA",-121.2488,38.8075,Is Bethlehem PA closer to Hialeah FL or Rocklin CA?,"Hialeah, FL",True,"Hialeah, FL"
285,"Lake Elsinore, CA",-117.3344,33.6847,"Miami, FL",-80.2102,25.7839,"Auburn, WA",-122.2108,47.3039,Is Lake Elsinore CA closer to Miami FL or Auburn WA?,"Miami, FL",False,"Auburn, WA"
286,"Brunswick, GA",-81.474,31.145,"Beloit, WI",-89.0184,42.523,"Henderson, NV",-115.038,36.0133,Is Brunswick GA closer to Beloit WI or Henderson NV?,"Beloit, WI",True,"Beloit, WI"
287,"Lynn, MA",-70.9663,42.4779,"Casper, WY",-106.3207,42.842,"Taylorsville, UT",-111.9493,40.657,Is Lynn MA closer to Casper WY or Taylorsville UT?,"Casper, WY",True,"Casper, WY"
288,"Seaside, CA",-121.8191,36.6224,"Glendora, CA",-117.8468,34.1449,"Greeley, CO",-104.7706,40.4151,Is Seaside CA closer to Glendora CA or Greeley CO?,"Glendora, CA",True,"Glendora, CA"
289,"Louisville, KY",-85.6485,38.1663,"Kendale Lakes, FL",-80.4078,25.7081,"Morristown, TN",-83.3006,36.2046,Is Louisville KY closer to Kendale Lakes FL or Morristown TN?,"Kendale Lakes, FL",False,"Morristown, TN"
290,"Daly City, CA",-122.4685,37.6862,"Huntersville, NC",-80.8727,35.4058,"Garland, TX",-96.6305,32.91,Is Daly City CA closer to Huntersville NC or Garland TX?,"Huntersville, NC",False,"Garland, TX"
291,"Portland, ME",-70.2715,43.6773,"Wilmington, DE",-75.5413,39.7415,"Davis, CA",-121.7365,38.5552,Is Portland ME closer to Wilmington DE or Davis CA?,"Wilmington, DE",True,"Wilmington, DE"
292,"Binghamton, NY",-75.9093,42.1014,"Rochester, MN",-92.4778,44.0151,"Round Lake Beach, IL",-88.0811,42.379,Is Binghamton NY closer to Rochester MN or Round Lake Beach IL?,"Rochester, MN",False,"Round Lake Beach, IL"
293,"Summerville, SC",-80.1799,33.0015,"Myrtle Beach, SC",-78.8843,33.7096,"Skokie, IL",-87.74,42.0359,Is Summerville SC closer to Myrtle Beach SC or Skokie IL?,"Myrtle Beach, SC",True,"Myrtle Beach, SC"
294,"Atascocita, TX",-95.1953,29.9777,"Bellevue, WA",-122.1535,47.5951,"Monessen, PA",-79.8828,40.1519,Is Atascocita TX closer to Bellevue WA or Monessen PA?,"Bellevue, WA",False,"Monessen, PA"
295,"Orland Park, IL",-87.8619,41.6074,"Salem, OR",-123.0246,44.9231,"Cathedral City, CA",-116.4642,33.8363,Is Orland Park IL closer to Salem OR or Cathedral City CA?,"Salem, OR",False,"Cathedral City, CA"
296,"Taunton, MA",-71.0943,41.9036,"Largo, FL",-82.7711,27.9088,"Winchester, VA",-78.1746,39.1735,Is Taunton MA closer to Largo FL or Winchester VA?,"Largo, FL",False,"Winchester, VA"
297,"Brunswick, GA",-81.474,31.145,"Springdale, AR",-94.1574,36.1899,"North Las Vegas, NV",-115.0901,36.288,Is Brunswick GA closer to Springdale AR or North Las Vegas NV?,"Springdale, AR",True,"Springdale, AR"
298,"The Woodlands, TX",-95.5134,30.1738,"Meridian, ID",-116.3968,43.6112,"Johns Creek, GA",-84.2027,34.0333,Is The Woodlands TX closer to Meridian ID or Johns Creek GA?,"Meridian, ID",False,"Johns Creek, GA"
299,"Petaluma, CA",-122.6267,38.2423,"Fall River, MA",-71.1014,41.7137,"Vacaville, CA",-121.968,38.359,Is Petaluma CA closer to Fall River MA or Vacaville CA?,"Vacaville, CA",True,"Vacaville, CA"
300,"Chambersburg, PA",-77.6556,39.9315,"Sahuarita, AZ",-110.9654,31.9323,"Lewisville, TX",-96.9823,33.0452,Is Chambersburg PA closer to Sahuarita AZ or Lewisville TX?,"Lewisville, TX",True,"Lewisville, TX"
301,"San Francisco, CA",-122.443,37.7562,"Midwest City, OK",-97.3709,35.463,"Westminster, CA",-117.9938,33.7523,Is San Francisco CA closer to Midwest City OK or Westminster CA?,"Westminster, CA",True,"Westminster, CA"
302,"Norwalk, CT",-73.4215,41.1144,"Pittsburgh, PA",-79.9762,40.4396,"Spring Valley, NV",-115.2619,36.0987,Is Norwalk CT closer to Pittsburgh PA or Spring Valley NV?,"Pittsburgh, PA",True,"Pittsburgh, PA"
303,"Surprise, AZ",-112.4524,33.68,"Rosemead, CA",-118.0823,34.0689,"Joplin, MO",-94.5018,37.0758,Is Surprise AZ closer to Rosemead CA or Joplin MO?,"Rosemead, CA",True,"Rosemead, CA"
304,"Dalton, GA",-84.9712,34.769,"High Point, NC",-79.9938,35.9907,"Rockville, MD",-77.1552,39.0834,Is Dalton GA closer to High Point NC or Rockville MD?,"High Point, NC",True,"High Point, NC"
305,"Leominster, MA",-71.7717,42.5209,"Baldwin Park, CA",-117.9721,34.0829,"Lafayette, CO",-105.0997,39.9949,Is Leominster MA closer to Baldwin Park CA or Lafayette CO?,"Lafayette, CO",True,"Lafayette, CO"
306,"Oceanside, CA",-117.3083,33.2247,"Westland, MI",-83.3805,42.3192,"Las Vegas, NV",-115.2654,36.2333,Is Oceanside CA closer to Westland MI or Las Vegas NV?,"Las Vegas, NV",True,"Las Vegas, NV"
307,"Bloomington, MN",-93.3151,44.8306,"Davis, CA",-121.7365,38.5552,"Rogers, AR",-94.1526,36.3172,Is Bloomington MN closer to Davis CA or Rogers AR?,"Davis, CA",False,"Rogers, AR"
308,"Mayagüez, PR",-67.1397,18.2003,"Dale City, VA",-77.3459,38.6473,"Chapel Hill, NC",-79.0391,35.927,Is Mayagüez PR closer to Dale City VA or Chapel Hill NC?,"Dale City, VA",False,"Chapel Hill, NC"
309,"Kennewick, WA",-119.1732,46.1978,"Fremont, CA",-121.9852,37.5265,"Orland Park, IL",-87.8619,41.6074,Is Kennewick WA closer to Fremont CA or Orland Park IL?,"Fremont, CA",True,"Fremont, CA"
310,"North Las Vegas, NV",-115.0901,36.288,"Aloha, OR",-122.8726,45.492,"Collierville, TN",-89.6988,35.0471,Is North Las Vegas NV closer to Aloha OR or Collierville TN?,"Aloha, OR",True,"Aloha, OR"
311,"Cranston, RI",-71.4857,41.7658,"Inglewood, CA",-118.3444,33.9566,"Austin, TX",-97.7522,30.3004,Is Cranston RI closer to Inglewood CA or Austin TX?,"Austin, TX",True,"Austin, TX"
312,"Monterey Park, CA",-118.1326,34.0497,"Fullerton, CA",-117.9279,33.8841,"Fort Smith, AR",-94.3695,35.3493,Is Monterey Park CA closer to Fullerton CA or Fort Smith AR?,"Fullerton, CA",True,"Fullerton, CA"
313,"Wausau, WI",-89.6459,44.962,"Springfield, MO",-93.2916,37.1943,"Highland, CA",-117.1654,34.1113,Is Wausau WI closer to Springfield MO or Highland CA?,"Springfield, MO",True,"Springfield, MO"
314,"La Mesa, CA",-117.0204,32.7703,"Asheville, NC",-82.5536,35.5704,"Lancaster, CA",-118.1753,34.6935,Is La Mesa CA closer to Asheville NC or Lancaster CA?,"Asheville, NC",False,"Lancaster, CA"
315,"Plantation, FL",-80.2617,26.126,"Grand Prairie, TX",-97.0209,32.6872,"Clovis, CA",-119.6831,36.8278,Is Plantation FL closer to Grand Prairie TX or Clovis CA?,"Grand Prairie, TX",True,"Grand Prairie, TX"
316,"Apple Valley, CA",-117.2104,34.5328,"Bloomington, MN",-93.3151,44.8306,"New York, NY",-73.9249,40.6943,Is Apple Valley CA closer to Bloomington MN or New York NY?,"Bloomington, MN",True,"Bloomington, MN"
317,"Vancouver, WA",-122.5967,45.6366,"Bloomington, IN",-86.5257,39.1637,"Columbia, SC",-80.9037,34.0376,Is Vancouver WA closer to Bloomington IN or Columbia SC?,"Columbia, SC",False,"Bloomington, IN"
318,"Margate, FL",-80.2119,26.2466,"Waldorf, MD",-76.9195,38.6085,"Pottstown, PA",-75.6444,40.2507,Is Margate FL closer to Waldorf MD or Pottstown PA?,"Waldorf, MD",True,"Waldorf, MD"
319,"Cary, NC",-78.8191,35.782,"Staunton, VA",-79.0611,38.1593,"Santa Rosa, CA",-122.7067,38.4458,Is Cary NC closer to Staunton VA or Santa Rosa CA?,"Staunton, VA",True,"Staunton, VA"
320,"Lakewood, WA",-122.5299,47.1628,"Panama City, FL",-85.6004,30.1995,"Fall River, MA",-71.1014,41.7137,Is Lakewood WA closer to Panama City FL or Fall River MA?,"Fall River, MA",False,"Panama City, FL"
321,"Spring, TX",-95.383,30.0613,"Oshkosh, WI",-88.5619,44.0228,"Palm Beach Gardens, FL",-80.1679,26.8466,Is Spring TX closer to Oshkosh WI or Palm Beach Gardens FL?,"Oshkosh, WI",False,"Palm Beach Gardens, FL"
322,"Grapevine, TX",-97.0744,32.9343,"Germantown, MD",-77.2643,39.1755,"Indianapolis, IN",-86.1458,39.7771,Is Grapevine TX closer to Germantown MD or Indianapolis IN?,"Germantown, MD",False,"Indianapolis, IN"
323,"Richardson, TX",-96.7093,32.9717,"Athens, GA",-83.3689,33.9508,"Dover, DE",-75.5203,39.161,Is Richardson TX closer to Athens GA or Dover DE?,"Athens, GA",True,"Athens, GA"
324,"Arlington, TX",-97.125,32.6998,"Commerce City, CO",-104.8434,39.8642,"Pittsburgh, PA",-79.9762,40.4396,Is Arlington TX closer to Commerce City CO or Pittsburgh PA?,"Commerce City, CO",True,"Commerce City, CO"
325,"Athens, GA",-83.3689,33.9508,"Kennewick, WA",-119.1732,46.1978,"Wichita Falls, TX",-98.5291,33.9072,Is Athens GA closer to Kennewick WA or Wichita Falls TX?,"Kennewick, WA",False,"Wichita Falls, TX"
326,"Baldwin Park, CA",-117.9721,34.0829,"St. Joseph, MO",-94.821,39.7599,"Yonkers, NY",-73.8674,40.9466,Is Baldwin Park CA closer to St. Joseph MO or Yonkers NY?,"St. Joseph, MO",True,"St. Joseph, MO"
327,"Staunton, VA",-79.0611,38.1593,"Manhattan, NY",-73.9662,40.7834,"Bradenton, FL",-82.5739,27.49,Is Staunton VA closer to Manhattan NY or Bradenton FL?,"Manhattan, NY",True,"Manhattan, NY"
328,"Kingston, NY",-73.9968,41.9295,"Orlando, FL",-81.3369,28.4772,"South San Francisco, CA",-122.4197,37.6536,Is Kingston NY closer to Orlando FL or South San Francisco CA?,"Orlando, FL",True,"Orlando, FL"
329,"Fairfield, CA",-122.0324,38.2592,"Centreville, VA",-77.4388,38.8391,"Warner Robins, GA",-83.6529,32.597,Is Fairfield CA closer to Centreville VA or Warner Robins GA?,"Centreville, VA",False,"Warner Robins, GA"
330,"Vineland, NJ",-74.9981,39.4653,"Lakeville, MN",-93.252,44.6774,"Bethesda, MD",-77.1188,38.9866,Is Vineland NJ closer to Lakeville MN or Bethesda MD?,"Lakeville, MN",False,"Bethesda, MD"
331,"Pasadena, TX",-95.1499,29.6583,"West Valley City, UT",-112.0115,40.6889,"Vancouver, WA",-122.5967,45.6366,Is Pasadena TX closer to West Valley City UT or Vancouver WA?,"West Valley City, UT",True,"West Valley City, UT"
332,"Rogers, AR",-94.1526,36.3172,"Pharr, TX",-98.1904,26.1685,"Columbus, GA",-84.8771,32.51,Is Rogers AR closer to Pharr TX or Columbus GA?,"Pharr, TX",False,"Columbus, GA"
333,"Des Plaines, IL",-87.9009,42.0345,"Cupertino, CA",-122.0465,37.3168,"Palm Desert, CA",-116.3695,33.7378,Is Des Plaines IL closer to Cupertino CA or Palm Desert CA?,"Cupertino, CA",False,"Palm Desert, CA"
334,"Dayton, OH",-84.1998,39.7797,"Surprise, AZ",-112.4524,33.68,"Raleigh, NC",-78.6435,35.8325,Is Dayton OH closer to Surprise AZ or Raleigh NC?,"Raleigh, NC",True,"Raleigh, NC"
335,"Wylie, TX",-96.5161,33.0362,"Longmont, CO",-105.1005,40.1686,"Hacienda Heights, CA",-117.9728,33.997,Is Wylie TX closer to Longmont CO or Hacienda Heights CA?,"Longmont, CO",True,"Longmont, CO"
336,"Waco, TX",-97.1881,31.5598,"Grand Forks, ND",-97.0886,47.9218,"Gastonia, NC",-81.1853,35.2494,Is Waco TX closer to Grand Forks ND or Gastonia NC?,"Grand Forks, ND",False,"Gastonia, NC"
337,"Fond du Lac, WI",-88.4396,43.7718,"Corona, CA",-117.5649,33.8616,"Stamford, CT",-73.5583,41.1035,Is Fond du Lac WI closer to Corona CA or Stamford CT?,"Corona, CA",False,"Stamford, CT"
338,"Schenectady, NY",-73.9276,42.8025,"Kansas City, KS",-94.7443,39.1234,"Huntington Beach, CA",-118.0025,33.696,Is Schenectady NY closer to Kansas City KS or Huntington Beach CA?,"Kansas City, KS",True,"Kansas City, KS"
339,"Grand Forks, ND",-97.0886,47.9218,"Fayetteville, AR",-94.166,36.0713,"Casas Adobes, AZ",-111.0114,32.3423,Is Grand Forks ND closer to Fayetteville AR or Casas Adobes AZ?,"Fayetteville, AR",True,"Fayetteville, AR"
340,"Porterville, CA",-119.0338,36.0644,"Missoula, MT",-114.0214,46.875,"Malden, MA",-71.0576,42.4305,Is Porterville CA closer to Missoula MT or Malden MA?,"Missoula, MT",True,"Missoula, MT"
341,"Corpus Christi, TX",-97.3755,27.726,"Green Bay, WI",-87.9896,44.515,"Miami Beach, FL",-80.1396,25.8171,Is Corpus Christi TX closer to Green Bay WI or Miami Beach FL?,"Green Bay, WI",False,"Miami Beach, FL"
342,"Denver, CO",-104.8759,39.7621,"Gainesville, GA",-83.8301,34.2903,"Southfield, MI",-83.2605,42.4765,Is Denver CO closer to Gainesville GA or Southfield MI?,"Gainesville, GA",False,"Southfield, MI"
343,"Encinitas, CA",-117.2613,33.049,"Boston, MA",-71.0846,42.3188,"Florence-Graham, CA",-118.2447,33.9682,Is Encinitas CA closer to Boston MA or Florence-Graham CA?,"Boston, MA",False,"Florence-Graham, CA"
344,"Cambridge, MA",-71.1185,42.3759,"Clifton, NJ",-74.1575,40.8631,"Gainesville, FL",-82.3458,29.6804,Is Cambridge MA closer to Clifton NJ or Gainesville FL?,"Clifton, NJ",True,"Clifton, NJ"
345,"Marietta, GA",-84.5422,33.9533,"Ellicott City, MD",-76.8344,39.2773,"Maple Grove, MN",-93.4626,45.1089,Is Marietta GA closer to Ellicott City MD or Maple Grove MN?,"Ellicott City, MD",True,"Ellicott City, MD"
346,"Palo Alto, CA",-122.1468,37.3913,"Bethesda, MD",-77.1188,38.9866,"Gainesville, GA",-83.8301,34.2903,Is Palo Alto CA closer to Bethesda MD or Gainesville GA?,"Bethesda, MD",False,"Gainesville, GA"
347,"Myrtle Beach, SC",-78.8843,33.7096,"Slidell, LA",-89.7826,30.2881,"Rock Hill, SC",-81.0244,34.9416,Is Myrtle Beach SC closer to Slidell LA or Rock Hill SC?,"Slidell, LA",False,"Rock Hill, SC"
348,"Santa Maria, CA",-120.4432,34.9334,"St. Augustine, FL",-81.31,29.8977,"Rapid City, SD",-103.2204,44.0716,Is Santa Maria CA closer to St. Augustine FL or Rapid City SD?,"St. Augustine, FL",False,"Rapid City, SD"
349,"Deltona, FL",-81.2137,28.905,"Costa Mesa, CA",-117.9135,33.6667,"Brentwood, CA",-121.7191,37.9355,Is Deltona FL closer to Costa Mesa CA or Brentwood CA?,"Costa Mesa, CA",True,"Costa Mesa, CA"
350,"Coeur d'Alene, ID",-116.7935,47.7041,"Fremont, CA",-121.9852,37.5265,"Memphis, TN",-89.9773,35.1046,Is Coeur d'Alene ID closer to Fremont CA or Memphis TN?,"Fremont, CA",True,"Fremont, CA"
351,"Greenwood, IN",-86.1073,39.6019,"Midwest City, OK",-97.3709,35.463,"Port Arthur, TX",-93.9264,29.8554,Is Greenwood IN closer to Midwest City OK or Port Arthur TX?,"Midwest City, OK",True,"Midwest City, OK"
352,"Bangor, ME",-68.7906,44.8322,"Hanford, CA",-119.6549,36.3274,"Palm Harbor, FL",-82.7481,28.0847,Is Bangor ME closer to Hanford CA or Palm Harbor FL?,"Hanford, CA",False,"Palm Harbor, FL"
353,"Warren, MI",-83.027,42.4934,"Cedar Rapids, IA",-91.6782,41.9665,"Charleston, SC",-79.9628,32.8153,Is Warren MI closer to Cedar Rapids IA or Charleston SC?,"Cedar Rapids, IA",True,"Cedar Rapids, IA"
354,"Suffolk, VA",-76.6398,36.6953,"Rogers, AR",-94.1526,36.3172,"Pasadena, CA",-118.139,34.1597,Is Suffolk VA closer to Rogers AR or Pasadena CA?,"Rogers, AR",True,"Rogers, AR"
355,"Santa Maria, CA",-120.4432,34.9334,"Norwalk, CA",-118.0829,33.9069,"Myrtle Beach, SC",-78.8843,33.7096,Is Santa Maria CA closer to Norwalk CA or Myrtle Beach SC?,"Norwalk, CA",True,"Norwalk, CA"
356,"High Point, NC",-79.9938,35.9907,"Carson, CA",-118.2559,33.8374,"Plantation, FL",-80.2617,26.126,Is High Point NC closer to Carson CA or Plantation FL?,"Plantation, FL",True,"Plantation, FL"
357,"Kendale Lakes, FL",-80.4078,25.7081,"Denton, TX",-97.1419,33.2176,"Pueblo, CO",-104.6112,38.2705,Is Kendale Lakes FL closer to Denton TX or Pueblo CO?,"Denton, TX",True,"Denton, TX"
358,"Alameda, CA",-122.2672,37.767,"Twin Falls, ID",-114.4615,42.5645,"Orland Park, IL",-87.8619,41.6074,Is Alameda CA closer to Twin Falls ID or Orland Park IL?,"Twin Falls, ID",True,"Twin Falls, ID"
359,"Milwaukee, WI",-87.9673,43.0642,"Carmel, IN",-86.146,39.965,"West Allis, WI",-88.0296,43.0068,Is Milwaukee WI closer to Carmel IN or West Allis WI?,"Carmel, IN",False,"West Allis, WI"
360,"Casper, WY",-106.3207,42.842,"Iowa City, IA",-91.5303,41.6559,"Norwalk, CA",-118.0829,33.9069,Is Casper WY closer to Iowa City IA or Norwalk CA?,"Iowa City, IA",True,"Iowa City, IA"
361,"Fountainebleau, FL",-80.3458,25.7723,"Waltham, MA",-71.2423,42.3889,"Salinas, CA",-121.6317,36.6884,Is Fountainebleau FL closer to Waltham MA or Salinas CA?,"Waltham, MA",True,"Waltham, MA"
362,"Silver Spring, MD",-77.0207,39.0028,"Lakewood, CA",-118.1221,33.8471,"Framingham, MA",-71.4368,42.3085,Is Silver Spring MD closer to Lakewood CA or Framingham MA?,"Lakewood, CA",False,"Framingham, MA"
363,"Forney, TX",-96.4529,32.744,"Bangor, ME",-68.7906,44.8322,"Merced, CA",-120.4778,37.3057,Is Forney TX closer to Bangor ME or Merced CA?,"Bangor, ME",False,"Merced, CA"
364,"Poughkeepsie, NY",-73.921,41.6949,"Sierra Vista, AZ",-110.3153,31.563,"San Clemente, CA",-117.6103,33.4498,Is Poughkeepsie NY closer to Sierra Vista AZ or San Clemente CA?,"Sierra Vista, AZ",True,"Sierra Vista, AZ"
365,"Sioux City, IA",-96.3901,42.4959,"Duluth, MN",-92.1392,46.7756,"Sierra Vista, AZ",-110.3153,31.563,Is Sioux City IA closer to Duluth MN or Sierra Vista AZ?,"Duluth, MN",True,"Duluth, MN"
366,"Hacienda Heights, CA",-117.9728,33.997,"Augusta, GA",-82.0708,33.3645,"Daytona Beach, FL",-81.0982,29.1994,Is Hacienda Heights CA closer to Augusta GA or Daytona Beach FL?,"Augusta, GA",True,"Augusta, GA"
367,"Palm Bay, FL",-80.6627,27.955,"Woodland, CA",-121.75,38.6712,"Newark, OH",-82.4251,40.0705,Is Palm Bay FL closer to Woodland CA or Newark OH?,"Woodland, CA",False,"Newark, OH"
368,"Hammond, IN",-87.491,41.6169,"Pittsburg, CA",-121.8964,38.0182,"Fargo, ND",-96.8292,46.8652,Is Hammond IN closer to Pittsburg CA or Fargo ND?,"Pittsburg, CA",False,"Fargo, ND"
369,"Grand Forks, ND",-97.0886,47.9218,"Greensboro, NC",-79.8269,36.0956,"Nampa, ID",-116.5631,43.5845,Is Grand Forks ND closer to Greensboro NC or Nampa ID?,"Greensboro, NC",False,"Nampa, ID"
370,"North Richland Hills, TX",-97.218,32.8605,"Anniston, AL",-85.8136,33.6712,"Flint, MI",-83.6922,43.0235,Is North Richland Hills TX closer to Anniston AL or Flint MI?,"Anniston, AL",True,"Anniston, AL"
371,"Palm Harbor, FL",-82.7481,28.0847,"Moreno Valley, CA",-117.2045,33.9244,"Greenville, NC",-77.3768,35.5956,Is Palm Harbor FL closer to Moreno Valley CA or Greenville NC?,"Moreno Valley, CA",False,"Greenville, NC"
372,"Eastvale, CA",-117.5802,33.9617,"Meriden, CT",-72.7944,41.5367,"Spartanburg, SC",-81.9257,34.9437,Is Eastvale CA closer to Meriden CT or Spartanburg SC?,"Meriden, CT",False,"Spartanburg, SC"
