,city_st,lat,lng,population
2940,"Purcellville,VA",39.1378,-77.7109,15742
2941,"Greenwood Village,CO",39.6152,-104.913,15735
2942,"Eggertsville,NY",42.9665,-78.8065,15721
2943,"Farmingville,NY",40.8389,-73.0401,15714
2944,"Andrews,TX",32.3208,-102.552,15708
2945,"Blytheville,AR",35.9321,-89.9051,15693
2946,"Shively,KY",38.197,-85.8136,15689
2947,"North Arlington,NJ",40.7875,-74.1273,15683
2948,"Mitchell,SD",43.7296,-98.0337,15679
2949,"McFarland,CA",35.6781,-119.2414,15651
2950,"Graham,NC",36.0596,-79.3892,15646
2951,"Palmetto Estates,FL",25.6211,-80.3616,15640
2952,"Tanque Verde,AZ",32.2687,-110.7437,15638
2953,"Elkton,MD",39.6067,-75.8208,15622
2954,"Parlier,CA",36.6087,-119.5434,15618
2955,"Three Lakes,FL",25.6415,-80.4,15614
2956,"Fate,TX",32.9429,-96.3858,15603
2957,"Riverdale,GA",33.564,-84.4103,15594
2958,"Fort Mohave,AZ",35.0004,-114.5748,15593
2959,"Chubbuck,ID",42.9261,-112.4624,15588
2960,"West University Place,TX",29.7157,-95.4321,15585
2961,"Newton,IA",41.6964,-93.0402,15580
2962,"Miami,OK",36.8877,-94.8718,15571
2963,"McMinnville,TN",35.6863,-85.7812,15570
2964,"Longwood,FL",28.7014,-81.3487,15561
2965,"Overland,MO",38.6966,-90.3689,15551
2966,"Dunn,NC",35.3113,-78.6129,15550
2967,"Houghton,MI",47.1119,-88.5672,15543
2968,"Ladson,SC",33.0092,-80.1078,15539
2969,"Blackfoot,ID",43.194,-112.3455,15526
2970,"Buford,GA",34.1185,-83.9916,15522
2971,"Lake Geneva,WI",42.5824,-88.4281,15518
2972,"Harrison,OH",39.2582,-84.7868,15518
2973,"La Grande,OR",45.3243,-118.0865,15515
2974,"East Highland Park,VA",37.577,-77.3865,15498
2975,"Glen Allen,VA",37.666,-77.4838,15488
2976,"Seven Oaks,SC",34.0474,-81.1434,15484
2977,"Groves,TX",29.9457,-93.9164,15480
2978,"Mastic,NY",40.8098,-72.8479,15476
2979,"Hermitage,PA",41.2305,-80.4414,15471
2980,"Cloverly,MD",39.1065,-76.9993,15464
2981,"Talladega,AL",33.4329,-86.0976,15457
2982,"Hartford,WI",43.3223,-88.3782,15445
2983,"Holly Springs,GA",34.1685,-84.4845,15442
2984,"Belvedere Park,GA",33.7488,-84.2598,15441
2985,"Hayden,ID",47.768,-116.8039,15434
2986,"Middleburg Heights,OH",41.3695,-81.8151,15432
2987,"La Palma,CA",33.8504,-118.0406,15428
2988,"Mount Vernon,IL",38.314,-88.9174,15427
2989,"Avocado Heights,CA",34.0381,-118.0026,15426
2990,"Pacific Grove,CA",36.6192,-121.9255,15413
2991,"Asbury Park,NJ",40.2226,-74.0119,15408
2992,"Pulaski,VA",37.0528,-80.7624,15407
2993,"Northview,MI",43.0427,-85.6016,15394
2994,"Bellmore,NY",40.6569,-73.5285,15368
2995,"Berkley,MI",42.4986,-83.1853,15366
2996,"Washington,NJ",40.7587,-74.9825,15357
2997,"Westbury,NY",40.7599,-73.5891,15351
2998,"Grosse Pointe Woods,MI",42.4366,-82.8987,15332
2999,"Hueytown,AL",33.4237,-87.022,15322
3000,"La Grange,IL",41.8072,-87.8741,15322
3001,"Aldine,TX",29.9122,-95.3785,15318
3002,"Bradley,IL",41.1641,-87.8452,15314
3003,"Southchase,FL",28.3793,-81.3903,15314
3004,"Wilkinsburg,PA",40.4442,-79.8733,15292
3005,"Kerman,CA",36.7249,-120.0625,15282
3006,"Hugo,MN",45.1671,-92.9588,15267
3007,"Fords,NJ",40.5415,-74.3124,15250
3008,"Damascus,MD",39.2737,-77.2006,15250
3009,"South Farmingdale,NY",40.7175,-73.4471,15229
3010,"Mineral Wells,TX",32.8169,-98.0776,15213
3011,"Bay Village,OH",41.4851,-81.9315,15194
3012,"Candelaria,PR",18.4043,-66.2175,15193
3013,"Elk Plain,WA",47.0448,-122.3671,15167
3014,"Weston,WI",44.8905,-89.5487,15167
3015,"Hereford,TX",34.8232,-102.4001,15164
3016,"Galion,OH",40.7385,-82.7792,15161
3017,"College Park,GA",33.6363,-84.464,15159
3018,"Dentsville,SC",34.0754,-80.9546,15153
3019,"Grovetown,GA",33.4504,-82.2073,15152
3020,"Pleasanton,TX",28.9643,-98.4957,15148
3021,"Great Bend,KS",38.3593,-98.8016,15144
3022,"Gantt,SC",34.7837,-82.4027,15138
3023,"Rossville,MD",39.3572,-76.4767,15127
3024,"Englewood,FL",26.9603,-82.3535,15095
3025,"West Park,FL",25.984,-80.1923,15089
3026,"Jamestown,ND",46.9063,-98.6936,15084
3027,"North New Hyde Park,NY",40.746,-73.6876,15080
3028,"West Richland,WA",46.3115,-119.3998,15075
3029,"Park City,UT",40.6505,-111.502,15061
3030,"Oldsmar,FL",28.0507,-82.6698,15061
3031,"Washington Court House,OH",39.5383,-83.4279,15059
3032,"Coto de Caza,CA",33.5961,-117.5862,15056
3033,"Seaford,NY",40.6678,-73.4922,15040
3034,"Kenmore,NY",42.9646,-78.8713,15020
3035,"Depew,NY",42.9117,-78.7044,15011
3036,"Susanville,CA",40.4205,-120.6129,15010
3037,"Vandalia,OH",39.879,-84.193,14997
3038,"Willow Grove,PA",40.1495,-75.1178,14992
3039,"Ocean Pointe,HI",21.3145,-158.0289,14989
3040,"Fort Carson,CO",38.7403,-104.784,14951
3041,"Beech Grove,IN",39.7157,-86.0871,14937
3042,"Hewitt,TX",31.452,-97.196,14937
3043,"Newport,KY",39.0855,-84.4868,14932
3044,"Tehachapi,CA",35.1274,-118.4749,14928
3045,"Astoria,OR",46.1856,-123.8053,14916
3046,"Alamo,CA",37.8546,-122.013,14905
3047,"Taft,CA",35.1267,-119.4242,14898
3048,"Ferndale,WA",48.8525,-122.5893,14897
3049,"Livingston,CA",37.3875,-120.7248,14896
3050,"Whitewater,WI",42.8372,-88.7341,14895
3051,"Clarksdale,MS",34.1971,-90.5729,14894
3052,"West Lealman,FL",27.8191,-82.7385,14891
3053,"Franklin Park,PA",40.5903,-80.0999,14885
3054,"Ramsey,NJ",41.0595,-74.1454,14884
3055,"New Freedom,PA",39.7353,-76.6967,14882
3056,"Alpine,CA",32.8439,-116.7585,14878
3057,"Great Falls,VA",39.011,-77.3013,14872
3058,"Yankton,SD",42.8901,-97.3926,14872
3059,"London,OH",39.8936,-83.4376,14870
3060,"New Cassel,NY",40.76,-73.5649,14867
3061,"Salem Lakes,WI",42.5366,-88.1307,14852
3062,"Brooklyn Park,MD",39.217,-76.6174,14850
3063,"Hampton Bays,NY",40.8692,-72.5227,14848
3064,"Jackson,MO",37.3792,-89.6521,14836
3065,"Yazoo City,MS",32.8618,-90.4067,14817
3066,"Mount Washington,KY",38.043,-85.5549,14817
3067,"Jacksonville,TX",31.9642,-95.2617,14815
3068,"California,MD",38.2969,-76.4949,14815
3069,"Grimes,IA",41.6776,-93.7946,14804
3070,"Bellair-Meadowbrook Terrace,FL",30.1796,-81.7375,14800
3071,"Lamont,CA",35.2651,-118.9159,14799
3072,"Lebanon,MO",37.6717,-92.6603,14798
3073,"Hot Springs Village,AR",34.6568,-92.9644,14779
3074,"St. Simons,GA",31.1774,-81.3857,14778
3075,"Campbellsville,KY",37.3446,-85.3511,14772
3076,"Bedford,IN",38.8602,-86.4895,14752
3077,"Nocatee,FL",30.0918,-81.4097,14747
3078,"Tonawanda,NY",43.0105,-78.8805,14745
3079,"Cambridge,OH",40.0221,-81.5868,14736
3080,"Lemon Hill,CA",38.5172,-121.4573,14733
3081,"Kemp Mill,MD",39.0412,-77.0215,14733
3082,"Calera,AL",33.1249,-86.745,14717
3083,"Youngsville,LA",30.0964,-91.9963,14704
3084,"Royse City,TX",32.9762,-96.3175,14702
3085,"Azalea Park,FL",28.5473,-81.2956,14700
3086,"Hartsville,SC",34.3676,-80.0833,14693
3087,"Worthington,OH",40.0949,-83.021,14692
3088,"Las Vegas,NM",35.6011,-105.2206,14662
3089,"Pierre,SD",44.3748,-100.3205,14659
3090,"Southern Pines,NC",35.1927,-79.404,14657
3091,"Hershey,PA",40.2806,-76.6458,14654
3092,"Berea,SC",34.8802,-82.4653,14652
3093,"Saraland,AL",30.8478,-88.1004,14649
3094,"El Dorado,KS",37.8209,-96.8614,14648
3095,"Manor,TX",30.3562,-97.5228,14642
3096,"Williamstown,NJ",39.6874,-74.9786,14641
3097,"Paradise Valley,AZ",33.5434,-111.9595,14637
3098,"Pewaukee,WI",43.0701,-88.2411,14631
3099,"Falls Church,VA",38.8847,-77.1751,14617
3100,"Gonzalez,FL",30.5822,-87.2906,14598
3101,"Port Orchard,WA",47.5163,-122.661,14597
3102,"Forest City,FL",28.6619,-81.4443,14592
3103,"Muscle Shoals,AL",34.7436,-87.6344,14575
3104,"Jennings,MO",38.723,-90.2644,14575
3105,"Henderson,TX",32.1576,-94.796,14569
3106,"Connersville,IN",39.6581,-85.141,14566
3107,"Royal Kunia,HI",21.4053,-158.0318,14565
3108,"Metuchen,NJ",40.5424,-74.3628,14543
3109,"Grain Valley,MO",39.0168,-94.2085,14526
3110,"Mount Dora,FL",28.8143,-81.6344,14516
3111,"Glasgow,KY",37.0047,-85.9263,14485
3112,"Fraser,MI",42.5388,-82.9496,14480
3113,"Ewa Beach,HI",21.3181,-158.0073,14479
3114,"Sun Lakes,AZ",33.2172,-111.8695,14473
3115,"Corinth,MS",34.9474,-88.5143,14472
3116,"Hartselle,AL",34.4391,-86.94,14466
3117,"Thonotosassa,FL",28.0465,-82.291,14460
3118,"Fostoria,OH",41.1601,-83.412,14458
3119,"Tenafly,NJ",40.9175,-73.9531,14453
3120,"Halawa,HI",21.3753,-157.9185,14453
3121,"Chaparral,NM",32.0442,-106.4061,14437
3122,"Scottsboro,AL",34.6438,-86.0491,14436
3123,"Lockhart,FL",28.6271,-81.4354,14430
3124,"Thibodaux,LA",29.7941,-90.8163,14425
3125,"Washington,MO",38.5514,-91.0151,14417
3126,"Bradley Gardens,NJ",40.5711,-74.6678,14400
3127,"Greenlawn,NY",40.863,-73.3642,14392
3128,"Robbinsdale,MN",45.0261,-93.3332,14389
3129,"Clewiston,FL",26.7529,-80.9399,14383
3130,"North Fair Oaks,CA",37.4754,-122.2035,14372
3131,"Warren,PA",41.8433,-79.1445,14370
3132,"Chippewa Falls,WI",44.9358,-91.3902,14366
3133,"Ocean View,DE",38.5355,-75.0984,14360
3134,"Glasgow,DE",39.6015,-75.7474,14359
3135,"Bridgetown,OH",39.1551,-84.6359,14352
3136,"Warrington,FL",30.3821,-87.2944,14351
3137,"Cayey,PR",18.115,-66.163,14347
3138,"Midlothian,IL",41.6254,-87.7243,14346
3139,"Summerfield,MD",38.9042,-76.8678,14343
3140,"Hollins,VA",37.3434,-79.9535,14329
3141,"Mountain Home,AR",36.3348,-92.3846,14317
3142,"Alexander City,AL",32.9242,-85.9361,14317
3143,"Camden,SC",34.2565,-80.6087,14303
3144,"Toppenish,WA",46.3806,-120.3123,14284
3145,"Ozark,AL",31.4508,-85.6473,14284
3146,"Douglas,GA",31.5065,-82.8543,14283
3147,"North Auburn,CA",38.9306,-121.0821,14269
3148,"Mill Valley,CA",37.9085,-122.5421,14259
3149,"Tamaqua,PA",40.8033,-75.9344,14252
3150,"Destin,FL",30.395,-86.4701,14247
3151,"Salida,CA",37.7145,-121.087,14229
3152,"Lewisville,NC",36.103,-80.4164,14228
3153,"Kings Park West,VA",38.8151,-77.296,14227
3154,"Stone Ridge,VA",38.9295,-77.5553,14220
3155,"East Wenatchee,WA",47.4174,-120.2822,14219
3156,"Lindenhurst,IL",42.4175,-88.0257,14216
3157,"Phillipsburg,NJ",40.6895,-75.1821,14212
3158,"Covington,GA",33.6049,-83.8465,14206
3159,"Jefferson Valley-Yorktown,NY",41.3179,-73.8007,14205
3160,"Rincon,GA",32.2947,-81.2353,14201
3161,"California City,CA",35.1578,-117.8721,14198
3162,"Taos,NM",36.3871,-105.5804,14196
3163,"Fairview,NJ",40.8182,-74.0022,14189
3164,"Hopatcong,NJ",40.9541,-74.6593,14186
3165,"Hidalgo,TX",26.109,-98.2463,14183
3166,"Cambridge,MD",38.5515,-76.0786,14178
3167,"Gardendale,AL",33.6678,-86.8069,14177
3168,"Antioch,IL",42.4742,-88.0721,14175
3169,"Johnson City,NY",42.123,-75.9624,14161
3170,"Hawaiian Gardens,CA",33.8303,-118.0728,14159
3171,"Hendersonville,NC",35.3242,-82.4576,14157
3172,"Norridge,IL",41.9637,-87.8231,14152
3173,"Seabrook,TX",29.5751,-95.0236,14149
3174,"Crowley,LA",30.2175,-92.3752,14147
3175,"Sauk Rapids,MN",45.5981,-94.1539,14146
3176,"Greendale,WI",42.9371,-88.0018,14143
3177,"Lockhart,TX",29.8785,-97.6831,14133
3178,"New Franklin,OH",40.9525,-81.5838,14133
3179,"Chelsea,AL",33.3255,-86.6299,14126
3180,"Ionia,MI",42.9772,-85.0727,14122
3181,"Pineville,LA",31.3414,-92.4096,14122
3182,"Iona,FL",26.516,-81.9601,14118
3183,"Cleveland,MS",33.744,-90.7285,14114
3184,"Greensburg,PA",40.3113,-79.5444,14113
3185,"Middleburg,FL",30.0502,-81.9011,14111
3186,"Willowick,OH",41.6343,-81.468,14105
3187,"Harrison,AR",36.2438,-93.1198,14097
3188,"Chesterton,IN",41.5997,-87.0548,14088
3189,"Steamboat Springs,CO",40.4777,-106.8243,14087
3190,"Black Forest,CO",39.0608,-104.6752,14081
3191,"Fort Payne,AL",34.4557,-85.6965,14074
3192,"Cherry Hill Mall,NJ",39.9384,-75.0117,14068
3193,"Fruitville,FL",27.3328,-82.4616,14068
3194,"Lakewood Park,FL",27.539,-80.3865,14064
3195,"Callaway,FL",30.1348,-85.5568,14060
3196,"Oatfield,OR",45.4127,-122.5942,14060
3197,"Waunakee,WI",43.1829,-89.4445,14052
3199,"Luling,LA",29.9008,-90.3523,14049
3198,"Wixom,MI",42.5244,-83.5346,14049
3200,"Canton,MS",32.5975,-90.0317,14048
3201,"Pell City,AL",33.5609,-86.2669,14045
3202,"Waimalu,HI",21.3913,-157.9345,14043
3203,"Pecos,TX",31.4046,-103.5057,14040
3204,"Bay St. Louis,MS",30.3281,-89.3774,14034
3205,"Belle Chasse,LA",29.8472,-90.0069,14024
3206,"Havre de Grace,MD",39.5481,-76.1145,14018
3207,"Monroe,OH",39.4461,-84.3666,14015
3208,"D'Iberville,MS",30.4709,-88.9011,14012
3209,"Cayce,SC",33.9458,-81.0433,14009
3210,"Effingham,IL",39.1207,-88.5508,14005
3211,"Santaquin,UT",39.9711,-111.7937,14004
3212,"Hobe Sound,FL",27.0729,-80.1425,14003
3213,"Wauchula,FL",27.5469,-81.8101,13992
3214,"Colesville,MD",39.073,-77.0009,13992
3215,"Dayton,TX",30.0292,-94.9038,13987
3216,"Reidsville,NC",36.3377,-79.6727,13987
3217,"Hutchinson,MN",44.8856,-94.3768,13983
3218,"Dallas,GA",33.9153,-84.8416,13981
3219,"Franklin Park,NJ",40.4439,-74.5432,13977
3220,"Beacon,NY",41.5036,-73.9655,13968
3221,"Dumas,TX",35.8613,-101.9642,13963
3222,"Raymondville,TX",26.4759,-97.7769,13963
3223,"Frederick,CO",40.1089,-104.9694,13960
3224,"Olympia Heights,FL",25.7241,-80.339,13958
3225,"Artesia,NM",32.8492,-104.4274,13956
3226,"North Mankato,MN",44.1813,-94.0387,13948
3227,"Glenpool,OK",35.9485,-96.0052,13936
3228,"Oil City,PA",41.4282,-79.7035,13935
3229,"Hammonton,NJ",39.6572,-74.7678,13934
3230,"New Kingman-Butler,AZ",35.2645,-114.0091,13933
3231,"Chicago Ridge,IL",41.7034,-87.7795,13928
3232,"Deming,NM",32.2631,-107.7525,13924
3233,"Big Rapids,MI",43.6992,-85.4806,13921
3234,"Miami Springs,FL",25.8195,-80.2894,13917
3235,"Fulshear,TX",29.693,-95.8792,13914
3236,"South Venice,FL",27.0434,-82.4152,13907
3237,"Allouez,WI",44.4721,-88.0261,13894
3238,"Princeton,TX",33.1778,-96.5044,13894
3239,"Baraboo,WI",43.4695,-89.7376,13893
3240,"Jericho,NY",40.7875,-73.5416,13889
3241,"Collingswood,NJ",39.916,-75.0759,13884
3242,"El Sobrante,CA",33.8724,-117.4625,13881
3243,"Cahokia,IL",38.5649,-90.1792,13880
3244,"Springdale,NJ",39.8769,-74.9723,13878
3245,"Oak Island,NC",33.9434,-78.1366,13878
3246,"Gramercy,LA",30.061,-90.6928,13873
3247,"Atlantic Beach,FL",30.3371,-81.4128,13872
3248,"Teays Valley,WV",38.4482,-81.924,13866
3249,"Ephrata,PA",40.1812,-76.1811,13862
3250,"Oak Park,CA",34.1849,-118.7669,13853
3251,"Richmond Hill,GA",31.9013,-81.3125,13839
3252,"Brandermill,VA",37.434,-77.6522,13836
3253,"Forrest City,AR",35.0135,-90.7931,13820
3254,"Sun Village,CA",34.5596,-117.9559,13819
3255,"Moorestown-Lenola,NJ",39.9659,-74.9643,13806
3256,"Fergus Falls,MN",46.2853,-96.076,13794
3257,"Whitefish Bay,WI",43.1132,-87.9004,13783
3258,"Bexley,OH",39.965,-82.9343,13770
3259,"Conneaut,OH",41.9278,-80.5685,13767
3260,"Thomaston,GA",32.8908,-84.3271,13759
3261,"Levelland,TX",33.5806,-102.3636,13755
3262,"Palmetto,FL",27.5251,-82.575,13748
3263,"Harper Woods,MI",42.439,-82.9292,13746
3264,"Piney Green,NC",34.7498,-77.3208,13741
3265,"Fort Campbell North,KY",36.6554,-87.4658,13735
3266,"Princeton Meadows,NJ",40.3332,-74.5628,13717
3267,"Highland Park,NJ",40.5006,-74.4283,13711
3268,"Hickory Hills,IL",41.7248,-87.8281,13710
3269,"Forest Park,IL",41.8683,-87.8157,13704
3270,"Beach Park,IL",42.4261,-87.8584,13701
3271,"East Milton,FL",30.6175,-86.9636,13697
3272,"Sharonville,OH",39.2825,-84.4071,13684
3273,"West Freehold,NJ",40.2324,-74.2943,13680
3274,"Middlesex,NJ",40.5744,-74.5011,13679
3275,"Spring Creek,NV",40.7386,-115.5971,13671
3276,"St. James,NY",40.8761,-73.1521,13671
3277,"Maumee,OH",41.5696,-83.6636,13669
3278,"Lawrenceburg,KY",38.0332,-84.9032,13666
3279,"Brevard,NC",35.2439,-82.7264,13666
3280,"Soddy-Daisy,TN",35.2571,-85.1739,13619
3281,"Moberly,MO",39.419,-92.4365,13615
3282,"Port Clinton,OH",41.5096,-82.9385,13614
3283,"Canton,IL",40.5632,-90.0409,13611
3284,"Waianae,HI",21.4569,-158.1759,13609
3285,"Vadnais Heights,MN",45.057,-93.0748,13607
3286,"Wood Dale,IL",41.9666,-87.9807,13607
3287,"Brecksville,OH",41.3079,-81.6193,13604
3288,"New Providence,NJ",40.6996,-74.4034,13595
3289,"Roselle Park,NJ",40.6653,-74.2666,13588
3290,"Shiloh,IL",38.5534,-89.916,13586
3291,"Rantoul,IL",40.3031,-88.1549,13584
3292,"Colonial Park,PA",40.2997,-76.8068,13583
3293,"Broadlands,VA",39.0168,-77.5167,13576
3295,"Hazel Crest,IL",41.5732,-87.6899,13565
3294,"Washington,IN",38.6587,-87.1591,13565
3296,"Price,UT",39.604,-110.8004,13564
3297,"LaBelle,FL",26.7219,-81.4506,13563
3298,"Alpena,MI",45.074,-83.4399,13541
3299,"Conway,FL",28.4968,-81.3316,13528
3300,"Kettering,MD",38.8888,-76.789,13527
3301,"Rocky Point,NY",40.9357,-72.9364,13521
3302,"Elizabethton,TN",36.3367,-82.2369,13509
3303,"Wauconda,IL",42.2748,-88.1359,13504
3304,"Lake Forest Park,WA",47.7574,-122.2865,13504
3305,"Avenal,CA",36.0311,-120.1162,13496
3306,"Rogers,MN",45.1865,-93.5783,13490
3307,"Marshall,MN",44.4488,-95.7897,13487
3308,"Jensen Beach,FL",27.2438,-80.2423,13479
3309,"Fruita,CO",39.1549,-108.7307,13478
3310,"Homosassa Springs,FL",28.8118,-82.5392,13478
3311,"Middlesborough,KY",36.6127,-83.7227,13475
3312,"Red Oak,TX",32.5207,-96.7864,13464
3313,"Olivehurst,CA",39.0817,-121.5549,13464
3314,"Big Bear City,CA",34.2536,-116.7903,13463
3315,"Grover Beach,CA",35.1204,-120.6199,13459
3316,"Marion,NC",35.6774,-82.0013,13454
3317,"Fortuna,CA",40.5862,-124.1419,13449
3318,"Santa Fe,TX",29.3892,-95.1005,13449
3319,"North Valley,NM",35.1736,-106.6231,13449
3320,"Lindale,TX",32.4934,-95.4069,13442
3321,"Englewood,OH",39.8644,-84.3071,13435
3322,"Lakeland South,WA",47.2784,-122.283,13434
3323,"Washington,PA",40.174,-80.2466,13433
3324,"Jasper,AL",33.8503,-87.2708,13431
3325,"Short Hills,NJ",40.7389,-74.3278,13428
3326,"Huron,SD",44.3622,-98.2102,13427
3327,"Sault Ste. Marie,MI",46.4817,-84.3723,13420
3328,"Andover,KS",37.6869,-97.1354,13405
3329,"Brookside,DE",39.6666,-75.7153,13396
3330,"South Park Township,PA",40.2989,-79.9944,13395
3331,"Mountain Park,GA",33.8458,-84.1313,13392
3332,"Carpinteria,CA",34.3962,-119.5118,13385
3333,"Glenn Heights,TX",32.5506,-96.8548,13377
3334,"Powell,OH",40.1684,-83.0826,13375
3335,"Lyndhurst,OH",41.5172,-81.4922,13366
3336,"Artondale,WA",47.3024,-122.6391,13364
3337,"Edgewater,NJ",40.8237,-73.974,13364
3338,"Glenn Dale,MD",38.9833,-76.804,13361
3339,"Western Springs,IL",41.8022,-87.9006,13359
3340,"Okmulgee,OK",35.6136,-96.0069,13357
3341,"DeRidder,LA",30.8467,-93.2931,13354
3342,"Azle,TX",32.8955,-97.5379,13351
3343,"Vidalia,GA",32.2125,-82.4019,13350
3344,"Swansea,IL",38.5507,-89.9859,13350
3345,"Moss Point,MS",30.424,-88.5289,13350
3346,"Fort Morgan,CO",40.2538,-103.7909,13349
3347,"Dardenne Prairie,MO",38.7566,-90.732,13348
3348,"River Ridge,LA",29.9593,-90.2202,13337
3349,"Huntington,VA",38.7916,-77.074,13334
3350,"Newark,NY",43.0418,-77.093,13333
3351,"Mounds View,MN",45.1071,-93.2076,13324
3352,"Jefferson,GA",34.1373,-83.6021,13322
3353,"Rochester,MI",42.6866,-83.1198,13296
3354,"Solana Beach,CA",32.9942,-117.2575,13296
3355,"Nesconset,NY",40.8467,-73.1522,13293
3356,"Richton Park,IL",41.4816,-87.7387,13292
3357,"Palos Verdes Estates,CA",33.7871,-118.3976,13273
3358,"Woodinville,WA",47.7569,-122.1478,13263
3359,"Manorville,NY",40.8575,-72.7915,13257
3360,"Bellefontaine,OH",40.3627,-83.763,13249
3361,"Timberlake,VA",37.3167,-79.2482,13247
3362,"Channahon,IL",41.4213,-88.2593,13239
3363,"Port Royal,SC",32.3557,-80.7029,13235
3364,"Verona,WI",42.9893,-89.5383,13233
3365,"Bensville,MD",38.6176,-77.0077,13227
3366,"Clayton,OH",39.8689,-84.3292,13222
3367,"East Islip,NY",40.7275,-73.1861,13222
3368,"New Ulm,MN",44.3121,-94.4686,13212
3369,"Newington,VA",38.7358,-77.1993,13196
3370,"Baker,LA",30.5833,-91.1581,13194
3371,"Cedar Lake,IN",41.3697,-87.4383,13183
3372,"Globe,AZ",33.3869,-110.7515,13182
3373,"La Grange Park,IL",41.8308,-87.8723,13178
3374,"Newton,NC",35.663,-81.2333,13177
3375,"Warrenville,IL",41.821,-88.1857,13174
3376,"Hockessin,DE",39.7837,-75.6815,13157
3377,"Rendon,TX",32.5789,-97.235,13150
3380,"Shorewood,WI",43.0914,-87.8864,13145
3378,"Sandpoint,ID",48.2822,-116.5613,13145
3379,"Loveland,OH",39.2679,-84.2731,13145
3381,"Trenton,OH",39.4792,-84.462,13141
3382,"Coolidge,AZ",32.9395,-111.5261,13130
3383,"North Palm Beach,FL",26.8216,-80.0576,13127
3384,"Stoughton,WI",42.9234,-89.2215,13114
3385,"Mount Vernon,VA",38.714,-77.1043,13113
3386,"Warrensville Heights,OH",41.4363,-81.5222,13108
3387,"Worthington,MN",43.6281,-95.599,13099
3388,"Plover,WI",44.4614,-89.5383,13099
3389,"Martinsville,IN",39.4228,-86.4208,13097
3390,"Mahomet,IL",40.1885,-88.3904,13094
3391,"Superior,CO",39.9341,-105.1588,13087
3393,"Montgomeryville,PA",40.2502,-75.2405,13082
3392,"Lone Tree,CO",39.5309,-104.871,13082
3394,"South Daytona,FL",29.1656,-81.0056,13080
3395,"Riverdale,IL",41.6441,-87.6365,13077
3396,"Lumberton,TX",30.2562,-94.2071,13073
3397,"Villas,FL",26.5504,-81.8679,13072
3398,"Coatesville,PA",39.9849,-75.8199,13069
3399,"Moody,AL",33.5986,-86.4963,13065
3400,"McPherson,KS",38.3714,-97.6605,13061
3401,"Fort Lewis,WA",47.0955,-122.5672,13054
3402,"Davidson,NC",35.4846,-80.8252,13054
3403,"Edgewood,WA",47.2309,-122.2832,13053
3404,"Suamico,WI",44.6352,-88.0664,13052
3405,"San Marino,CA",34.1224,-118.1132,13048
3406,"Portland,TN",36.5883,-86.5194,13030
3407,"Fort Drum,NY",44.0451,-75.7847,13020
3408,"Chatham,IL",39.6733,-89.6938,13008
3409,"Lakeland Village,CA",33.648,-117.3706,13002
3410,"Bellefonte,PA",40.9141,-77.7683,12998
3411,"Forest Hill,TX",32.6619,-97.2662,12988
3412,"Vail,AZ",32.0217,-110.6937,12982
3413,"Cypress Lake,FL",26.5391,-81.9,12978
3414,"Gladeview,FL",25.8395,-80.2368,12977
3415,"Monfort Heights,OH",39.1822,-84.6075,12962
3416,"Braselton,GA",34.1088,-83.8128,12961
3417,"Lapeer,MI",43.0447,-83.3254,12959
3418,"Sugarland Run,VA",39.0309,-77.3762,12956
3419,"Dunmore,PA",41.4152,-75.6072,12954
3420,"Georgetown,GA",31.9849,-81.226,12951
3421,"Kittanning,PA",40.8279,-79.5233,12950
3422,"Vinings,GA",33.8608,-84.4686,12934
3423,"Sharon,PA",41.234,-80.4997,12933
3424,"Claremont,NH",43.379,-72.3368,12932
3425,"New Carrollton,MD",38.9654,-76.8773,12928
3426,"Oakland,NJ",41.0313,-74.2408,12926
3427,"Verde Village,AZ",34.7122,-111.9943,12903
3428,"Ridgefield Park,NJ",40.8543,-74.0201,12901
3429,"Irondale,AL",33.544,-86.6599,12893
3430,"Lake Wylie,SC",35.0997,-81.0677,12885
3431,"Sturgis,MI",41.7995,-85.4182,12881
3432,"Loganville,GA",33.8353,-83.8957,12880
3433,"Lawrenceburg,IN",39.0986,-84.8713,12871
3434,"Lakeland North,WA",47.3374,-122.2812,12867
3435,"West Carrollton,OH",39.6701,-84.2542,12864
3436,"Finneytown,OH",39.2159,-84.5145,12856
3437,"Ridge,NY",40.9068,-72.8816,12854
3438,"Glen Carbon,IL",38.758,-89.983,12850
3439,"Key Biscayne,FL",25.6908,-80.1653,12846
3440,"Marshall,MO",39.1147,-93.201,12841
3441,"Lake Tapps,WA",47.2307,-122.1694,12838
3442,"Spearfish,SD",44.4912,-103.8167,12836
3443,"Federal Heights,CO",39.8651,-105.0154,12827
3444,"Cornelius,OR",45.519,-123.0514,12822
3445,"Cedartown,GA",34.0223,-85.2479,12819
3446,"Cloquet,MN",46.7221,-92.4923,12813
3448,"Kingston,PA",41.2652,-75.8875,12812
3447,"Weigelstown,PA",39.9843,-76.8315,12812
3449,"Lilburn,GA",33.8887,-84.1379,12810
3450,"South Sioux City,NE",42.4627,-96.4126,12809
3451,"Maryville,MO",40.3428,-94.8701,12808
3452,"Ardmore,PA",40.0033,-75.2947,12808
3453,"Franklin,LA",29.7851,-91.5098,12803
3454,"University Heights,OH",41.4948,-81.5348,12797
3455,"College,AK",64.8694,-147.8217,12791
3456,"Lahaina,HI",20.8848,-156.6618,12776
