,city1,city2,city3,label
1506,"Portland,MI","Hanapepe,HI","Rochester,IN",0
1507,"Rochester,WI","Warren,PA","Williston Park,NY",1
1508,"Centerville,IA","Morris,MN","Cooper City,FL",1
1509,"Hardeeville,SC","Frontenac,KS","Cortez,FL",0
1510,"Lawndale,CA","Grand Terrace,CA","Ardmore,PA",1
1511,"Big Sky,MT","Lake City,SC","Greeneville,TN",0
1512,"Cornelius,OR","Green Park,MO","Pampa,TX",0
1513,"Spring Lake,NC","Bonanza,GA","Riverside,IL",1
1514,"Brookdale,NJ","Rio Linda,CA","Pleasant Prairie,WI",0
1515,"Soddy-Daisy,TN","Milford,MI","Hazardville,CT",1
1516,"Pepper Pike,OH","North Potomac,MD","Madisonville,TX",1
1517,"Post,TX","Newbern,TN","Country Club,FL",1
1518,"South Daytona,FL","Spring House,PA","Ivins,UT",1
1519,"Bohemia,NY","Ashland,WI","Gonzales,CA",1
1520,"Berwick,LA","Guthrie,OK","Phillipsburg,KS",1
1521,"Donora,PA","Cheval,FL","Alexandria,IN",0
1522,"Villa Grove,IL","Newark,DE","Cameron,TX",1
1523,"Sunrise,FL","Somerset,NJ","Atmore,AL",0
1524,"Fayetteville,PA","Meadow Lake,NM","St. Augusta,MN",0
1525,"Wood-Ridge,NJ","Bozeman,MT","Katy,TX",0
1526,"Williamsburg,IA","Emerald Lake Hills,CA","Marshville,NC",0
1527,"New Iberia,LA","New Concord,OH","Ocoee,FL",0
1528,"Mount Joy,PA","Hallettsville,TX","Fairfax,IA",0
1529,"Enterprise,AL","Alexandria,AL","Lebanon,IL",1
1530,"San Leandro,CA","Pleasant View,UT","Fort Myers,FL",1
1531,"Arden Hills,MN","Chicopee,MA","Lindsay,CA",1
1532,"Winter Park,FL","Castle Shannon,PA","Lake Wisconsin,WI",1
1533,"Knik-Fairview,AK","Fair Oaks,GA","Carmel Valley Village,CA",0
1534,"Canton,TX","Wylie,TX","Indian Wells,CA",1
1535,"Park City,IL","Headland,AL","Winthrop Harbor,IL",0
1536,"Ranger,TX","Lebanon,VA","Pompton Lakes,NJ",1
1537,"Harper Woods,MI","New Hyde Park,NY","Rancho Calaveras,CA",1
1538,"Experiment,GA","Freer,TX","Rockingham,NC",0
1539,"Pacifica,CA","South Brooksville,FL","Edwards AFB,CA",0
1540,"Ranger,TX","Saukville,WI","Fairland,MD",1
1541,"Morton,IL","Commack,NY","Signal Mountain,TN",0
1542,"St. Rose,LA","Edgewood,OH","Mandan,ND",1
1543,"Beeville,TX","Russellville,AL","Cedaredge,CO",1
1544,"Griffin,GA","Ludington,MI","College Place,WA",1
1545,"Swartz Creek,MI","Biddeford,ME","Demarest,NJ",0
1546,"North Bay Shore,NY","Crystal Springs,MS","Pleasant Prairie,WI",0
1547,"Galateo,PR","Haslett,MI","South Eliot,ME",0
1548,"Crete,IL","Bayville,NY","Fostoria,OH",0
1549,"Forestbrook,SC","Watonga,OK","Arnold,PA",0
1550,"Tierra Verde,FL","Brices Creek,NC","Fair Lakes,VA",1
1551,"Hallettsville,TX","Forney,TX","Calera,AL",1
1552,"Highland,CA","Odenville,AL","Waukon,IA",0
1553,"Gas City,IN","Fairbanks,AK","North Barrington,IL",0
1554,"Syracuse,NY","Osage,IA","Village St. George,LA",1
1555,"Converse,TX","South Yarmouth,MA","Vineland,NJ",0
1556,"Birch Bay,WA","Fairfax,IA","Lake Grove,NY",1
1557,"High Bridge,WA","Pearland,TX","Lindenhurst,NY",1
1558,"Bath,PA","Edgewood,KY","Bogalusa,LA",1
1559,"Odem,TX","Bangor,PA","Wisconsin Rapids,WI",0
1560,"Ashburn,GA","West Wyomissing,PA","Poulsbo,WA",1
1561,"Ashley,PA","Acushnet Center,MA","Durango,CO",1
1562,"Cuba,MO","Indian River Shores,FL","Crestview,FL",0
1563,"Port Barre,LA","Hicksville,NY","Macclenny,FL",0
1564,"La Grange Park,IL","Vernal,UT","Webster City,IA",0
1565,"Selah,WA","East Falmouth,MA","Dallas,GA",0
1566,"Snyder,TX","Jourdanton,TX","Maryland Heights,MO",1
1567,"North Westport,MA","Minden,NV","Norwalk,CT",0
1568,"Hesston,KS","Caldwell,NJ","Wallace,NC",0
1569,"Manatí,PR","Amherst,MA","Marco Island,FL",0
1570,"Midway,FL","Brownville,NJ","Weaverville,CA",1
1571,"Gateway,AK","Welby,CO","Lakeland Highlands,FL",1
1572,"Graniteville,SC","River Rouge,MI","Volcano,HI",1
1573,"Holly,MI","Media,PA","West Point,MS",1
1574,"Circle D-KC Estates,TX","Binghamton,NY","Walla Walla,WA",1
1575,"Grove City,PA","Whitesboro,NJ","Catoosa,OK",1
1576,"Greenville,OH","Waimanalo,HI","Capitol Heights,MD",0
1577,"Coon Rapids,MN","Olney,TX","Lake Oswego,OR",1
1578,"Piedra Aguza,PR","Lapel,IN","Pretty Bayou,FL",0
1579,"Pine Hill,NJ","Olean,NY","Duluth,MN",1
1580,"Bethalto,IL","Otis Orchards-East Farms,WA","Watertown,FL",0
1581,"Glen Ridge,NJ","Hansville,WA","Portland,TN",0
1582,"Kings Grant,NC","Long Branch,VA","Nephi,UT",1
1583,"Beechwood Trails,OH","Oshkosh,WI","North Salt Lake,UT",1
1584,"Imperial Beach,CA","Bridgeport,MI","Rockwall,TX",0
1585,"Graymoor-Devondale,KY","Odessa,TX","Coopersburg,PA",0
1586,"Christiansburg,VA","Vieques,PR","Belleville,MI",0
1587,"Springdale,SC","Cut Off,LA","Calcium,NY",1
1588,"Marquette Heights,IL","Belton,SC","Bloomfield,IN",0
1589,"Rockwood,TN","Marquette,MI","Sugarmill Woods,FL",0
1590,"Owatonna,MN","Opelika,AL","Blackwell,OK",0
1591,"Dawson Springs,KY","Livermore,CA","Casselberry,FL",0
1592,"Auburn,AL","Freeland,MI","West Miami,FL",0
1593,"Suitland,MD","Talent,OR","Pueblo,CO",0
1594,"Galion,OH","Glassport,PA","East Newark,NJ",1
1595,"Garland,UT","Weslaco,TX","North Fort Myers,FL",1
1596,"Poplar Bluff,MO","Roanoke,TX","Bloomingdale,GA",1
1597,"Vienna,GA","Ingenio,PR","Slatington,PA",0
1598,"Richmond Heights,OH","SUNY Oswego,NY","East Norwich,NY",1
1599,"Coquí,PR","Makaha,HI","Villa Park,CA",0
1600,"Cabot,AR","Cypress,CA","Arkadelphia,AR",0
1601,"Ellsworth,ME","Pontoon Beach,IL","Oakland,FL",1
1602,"Edgewood,WA","Monticello,MN","Priceville,AL",1
1603,"Riviera Beach,FL","Cambria,CA","La Mirada,CA",0
1604,"Buies Creek,NC","Elm Creek,TX","Muscle Shoals,AL",0
1605,"Livingston,AL","Orchards,WA","Iowa Colony,TX",0
1606,"Dexter,MI","West Lafayette,IN","La Crescent,MN",1
1607,"Las Piedras,PR","Radcliff,KY","Bellevue,WA",1
1608,"Firthcliffe,NY","Homedale,ID","Carlstadt,NJ",0
1609,"Ellensburg,WA","Upper Sandusky,OH","Clarinda,IA",0
1610,"Bar Nunn,WY","Ozark,MO","Monroe,OH",1
1611,"Danville,PA","Homestead Valley,CA","Belvidere,NJ",0
1612,"York,PA","Sachse,TX","Wayne,NE",0
1613,"Starke,FL","Cary,IL","Kalaoa,HI",1
1614,"Oakley,CA","Galesburg,IL","Beatrice,NE",0
1615,"George West,TX","Choccolocco,AL","Genoa,OH",1
1616,"Encinitas,CA","Cary,IL","Lake Havasu City,AZ",0
1617,"Marlboro Meadows,MD","Vinita,OK","Chandler,TX",1
1618,"Harrisburg,NC","St. Bonifacius,MN","Lighthouse Point,FL",0
1619,"Marion,IA","Collegeville,PA","Martinsburg,PA",0
1620,"Soldotna,AK","Nyack,NY","Gentry,AR",0
1621,"Kalaheo,HI","Carpentersville,IL","Auburn,GA",1
1622,"Pell City,AL","Waseca,MN","Gulf Park Estates,MS",0
1623,"Islip Terrace,NY","Niles,MI","Rockport,TX",1
1624,"Acton,CA","Paden City,WV","Scott AFB,IL",0
1625,"West Jefferson,OH","Nappanee,IN","Parkville,PA",1
1626,"Lillington,NC","Farmingville,NY","Fort Washington,MD",0
1627,"Lutherville,MD","McHenry,IL","Incline Village,NV",1
1628,"Pleasant Valley,MO","Prescott Valley,AZ","Reedley,CA",1
1629,"Firthcliffe,NY","St. Michael,MN","Rayville,LA",1
1630,"Wixom,MI","Riva,MD","Alma,AR",1
1631,"Avon,OH","Clay,AL","Cloverdale,CA",1
1632,"Milford,OH","Olympia,WA","Havre de Grace,MD",0
1633,"Chesapeake Beach,MD","Omro,WI","New Hope,PA",0
1634,"Oregon,WI","Hawthorn Woods,IL","Terrace Heights,WA",1
1635,"Estero,FL","Racine,WI","Gun Barrel City,TX",0
1636,"Melbourne Beach,FL","Yucaipa,CA","Millcreek,UT",0
1637,"Omak,WA","Mustang,OK","Cedartown,GA",1
1638,"Bermuda Dunes,CA","Fresno,CA","Francisville,KY",1
1639,"Potala Pastillo,PR","Wayne,NE","Eureka,CA",1
1640,"Ephraim,UT","Fort Knox,KY","Wilmington,IL",0
1641,"Paducah,KY","Middleborough Center,MA","Hartford,SD",0
1642,"Mississippi State,MS","Sissonville,WV","Panthersville,GA",0
1643,"Shallotte,NC","Iron Mountain,MI","Kildeer,IL",0
1644,"Fair Haven,NJ","Spotswood,NJ","Sikeston,MO",1
1645,"Bangor Base,WA","Miles City,MT","Warrensburg,MO",1
1646,"Westphalia,MD","Tiffin,OH","Orcutt,CA",1
1647,"Marlboro,NY","Nibley,UT","Monroeville,PA",0
1648,"Ford City,CA","Pine Level,AL","Hoxie,AR",0
1649,"Mariano Colón,PR","Winston,OR","Coral Springs,FL",0
1650,"Draper,UT","Pine Bluff,AR","Point Baker,FL",1
1651,"Charleroi,PA","Riverside,CA","East Lake-Orient Park,FL",0
1652,"Bull Run,VA","Hermantown,MN","Olive Branch,MS",0
1653,"New Holland,PA","West Simsbury,CT","Charles City,IA",1
1654,"Haltom City,TX","Leon Valley,TX","Joliet,IL",1
1655,"Luray,VA","Eden Isle,LA","Quincy,WA",1
1656,"Cadiz,OH","Gonzales,TX","Covington,GA",0
1657,"Coopertown,TN","Roseville,CA","Lodi,NJ",0
1658,"McConnelsville,OH","Manassas,VA","Lavaca,AR",1
1659,"Bangor,PA","Goulds,FL","Hunter,TN",0
1660,"Seal Beach,CA","Erda,UT","El Dorado,AR",1
1661,"Gifford,FL","Dundee,FL","Wellington,CO",1
1662,"McKinney,TX","Lake Pocotopaug,CT","Aspen Hill,MD",0
1663,"Lake Cassidy,WA","Richland,MS","Perry,UT",0
1664,"Nogales,AZ","Jacksonville Beach,FL","Maynardville,TN",0
1665,"Vilonia,AR","Wilmington Manor,DE","Tichigan,WI",0
1666,"Denmark,SC","Lawrenceburg,KY","Livingston,MT",1
1667,"Norwalk,IA","Gardner,MA","Verona,WI",0
1668,"Federalsburg,MD","San Francisco,CA","Dowagiac,MI",0
1669,"Ewa Gentry,HI","Dunedin,FL","Chester,NY",1
1670,"Cordes Lakes,AZ","Westminster,SC","Talent,OR",0
1671,"Jemison,AL","Mount Horeb,WI","Jersey Village,TX",0
1672,"Kaufman,TX","Winter Springs,FL","Etna,PA",1
1673,"Washougal,WA","Sutherlin,OR","Linwood,PA",1
1674,"Gaylord,MI","Camp Pendleton North,CA","Heron Bay,GA",0
1675,"Lake Shore,WA","St. Clair,PA","Madisonville,TN",0
1676,"Fort Dodge,IA","Fairport,NY","Woodburn,OR",1
1677,"DeBary,FL","Tucson,AZ","Chatham,IL",0
1678,"La Villa,TX","Artesia,NM","South Gate Ridge,FL",1
1679,"Northdale,FL","Gladstone,MO","South Brooksville,FL",0
1680,"Glendale,CO","Merkel,TX","Emerson,NJ",1
1681,"Stokesdale,NC","Lynnwood,WA","Satellite Beach,FL",0
1682,"Myrtle Beach,SC","Benton Heights,MI","Aberdeen,WA",1
1683,"College Park,GA","Amarillo,TX","Lake Wildwood,CA",1
1684,"Twin Rivers,NJ","Asbury,IA","Allendale,MI",0
1685,"Village of Grosse Pointe Shores,MI","Vandalia,IL","Marion,OH",0
1686,"Gladeview,FL","Blair,NE","Vienna,GA",0
1687,"Fairbury,NE","Kirby,TX","Del City,OK",0
1688,"Rancho Cordova,CA","Marinette,WI","Solon,IA",0
1689,"Hawaiian Beaches,HI","Dardenne Prairie,MO","Pocomoke City,MD",1
1690,"Midvale,UT","Holts Summit,MO","Plum,PA",1
1691,"West Springfield,MA","Daphne,AL","Mathews,LA",1
1692,"Edinburg,TX","Fairmount,CO","Hallettsville,TX",0
1693,"Obetz,OH","Wingate,NC","Scott,LA",1
1694,"Caldwell,NJ","Olathe,KS","Jackson,MO",0
1695,"Bridgeport,MI","Bridgeview,IL","Reading,PA",1
1696,"Marion,NC","West Valley City,UT","Smithville-Sanders,IN",0
1697,"Day Heights,OH","Netcong,NJ","Hollidaysburg,PA",0
1698,"Rockville,MN","Oradell,NJ","Greenacres,FL",1
1699,"East Rockingham,NC","Mounds View,MN","West Little River,FL",0
1700,"North Plainfield,NJ","Quitman,GA","Cetronia,PA",0
1701,"Keego Harbor,MI","Wapato,WA","Ecorse,MI",0
1702,"Madison,WV","Fort Bragg,CA","New Albany,OH",0
1703,"Smithville,TN","Manvel,TX","Citrus City,TX",1
1704,"Mexia,TX","National Harbor,MD","Grantville,GA",0
1705,"Walthourville,GA","Oakhurst,CA","Nebraska City,NE",0
1706,"North Plymouth,MA","Pemberwick,CT","Woodmore,MD",1
1707,"Bergenfield,NJ","Greencastle,IN","Syosset,NY",0
1708,"Chadron,NE","Gainesville,GA","Naguabo,PR",1
1709,"Crafton,PA","Effingham,IL","Castle Dale,UT",1
1710,"Corona de Tucson,AZ","Oceanside,NY","Circle D-KC Estates,TX",0
1711,"Cloverdale,VA","Laguna Vista,TX","Sumner,IL",0
1712,"Woodstock,GA","Ithaca,MI","Cherry Hill,VA",0
1713,"Manvel,TX","Mansfield,TX","Oliver,PA",1
1714,"Strawberry,CA","Newton,MS","New Hyde Park,NY",1
1715,"Dade City North,FL","Hallsville,TX","Zimmerman,MN",1
1716,"Fredericksburg,VA","Seymour,TN","Carrollton,TX",1
1717,"Cody,WY","Durham,CA","Swartz,LA",1
1718,"Burton,SC","Lakehills,TX","Le Claire,IA",0
1719,"Haw River,NC","Elk Plain,WA","Harvest,AL",0
1720,"Wailuku,HI","Elwood,NY","Virden,IL",0
1721,"Merrimac,VA","Humboldt,TN","Morgan City,LA",1
1722,"Saline,MI","Shiloh,PA","Butler,PA",0
1723,"Glen Carbon,IL","Highlands,TX","Mattituck,NY",1
1724,"Walker,MI","India Hook,SC","Lauderdale,MN",0
1725,"Wescosville,PA","Rockwood,VA","Palmer Heights,PA",0
1726,"Dodge City,KS","Chattanooga,TN","Weigelstown,PA",1
1727,"Sonoma,CA","Reamstown,PA","Pleasant Valley,WV",0
1728,"Hebron,OH","Horizon West,FL","Hampstead,MD",0
1729,"Shenandoah,LA","Medical Lake,WA","Sayreville,NJ",0
1730,"Lakewood,WA","Pickens,SC","Franklin,MA",1
1731,"Barranquitas,PR","McKenzie,TN","Española,NM",1
1732,"Mountain View,AR","Greenacres,CA","Cameron,MO",0
1733,"Lebanon,IL","Baldwin,WI","Port Lavaca,TX",1
1734,"DeForest,WI","Snoqualmie,WA","Columbia,TN",0
1735,"Arcadia,FL","Tallahassee,FL","El Cerrito,CA",1
1736,"Paynesville,MN","Clifton Forge,VA","Deenwood,GA",1
1737,"Claiborne,LA","Newark,NJ","Lake in the Hills,IL",0
1738,"Lake Villa,IL","Meiners Oaks,CA","Greenville,PA",0
1739,"Chester,NY","Spring Hill,KS","Douglas,MI",0
1740,"Lakewood,CA","Endicott,NY","Taylor Creek,OH",0
1741,"Lebanon,OR","Verona,VA","Richmond,TX",0
1742,"Nocatee,FL","Big Bear City,CA","Spanish Fork,UT",0
1743,"Aurora,CO","Framingham,MA","Canal Winchester,OH",0
1744,"Garden View,PA","Pinardville,NH","Burien,WA",1
1745,"Greendale,WI","Henrietta,TX","Watkins Glen,NY",0
1746,"Nanty-Glo,PA","Albuquerque,NM","Monroeville,PA",0
1747,"Harlan,KY","Grape Creek,TX","Stewartville,MN",0
1748,"Saranap,CA","Aloha,OR","Pine Manor,FL",1
1749,"Florida,PR","Chandler,IN","Trinity,TX",1
1750,"Cameron Park,CA","Shorewood,WI","Lowes Island,VA",1
1751,"Baldwin Harbor,NY","Bethel Heights,AR","Loveland,OH",0
1752,"Underwood-Petersville,AL","Winslow,AZ","Berrien Springs,MI",0
1753,"Kenwood,OH","Marietta,OK","Camas,WA",1
1754,"Randleman,NC","Paramount-Long Meadow,MD","Everson,WA",1
1755,"Avondale Estates,GA","Ligonier,IN","West Sand Lake,NY",1
1756,"Gladstone,MO","Helena,AL","Rocky Mount,NC",1
1757,"Cramerton,NC","Fenton,MO","Sandston,VA",0
1758,"South Sarasota,FL","Troy,MO","Marengo,IA",1
1759,"Los Osos,CA","Harbison Canyon,CA","Everett,WA",1
1760,"Amery,WI","Mount Oliver,PA","Liberty,NC",1
1761,"Mead Valley,CA","Ashland,VA","Hokes Bluff,AL",0
1762,"Tuscola,IL","Clayton,NM","Marseilles,IL",0
1763,"Northbrook,IL","Ridgefield Park,NJ","Burlington,KY",0
1764,"Alabaster,AL","Port Jervis,NY","La Cañada Flintridge,CA",1
1765,"Nogales,AZ","Bel Air North,MD","Bellows Falls,VT",1
1766,"Suffolk,VA","Joppatowne,MD","Golden Valley,AZ",1
1767,"Idaho Falls,ID","Hillsboro,IL","Bear,DE",1
1768,"Plover,WI","Bermuda Dunes,CA","Balmville,NY",0
1769,"Jones Creek,TX","Waterloo,WI","Yorketown,NJ",1
1770,"Girard,OH","Fairfield Harbour,NC","Whitfield,PA",0
1771,"Vail,AZ","Florence-Graham,CA","Lincolnton,NC",1
1772,"Marlborough,MA","Conroe,TX","Escobares,TX",1
1773,"Cheviot,OH","Gulf Hills,MS","Beechwood,MI",0
1774,"Lancaster,CA","Sandusky,MI","Columbiana,AL",0
1775,"Channahon,IL","San Leon,TX","Sutter,CA",1
1776,"Sweet Home,OR","Lexington,NE","Pinewood,FL",1
1777,"Kannapolis,NC","Seaford,DE","Olivehurst,CA",1
1778,"Littlefield,TX","Alachua,FL","Combined Locks,WI",0
1779,"Caro,MI","Sykesville,MD","Sugar Land,TX",1
1780,"Coalfield,TN","Whitmore Village,HI","Mandan,ND",0
1781,"Wesley Hills,NY","Elk Grove,CA","Stigler,OK",0
1782,"Homerville,GA","East Peoria,IL","Hollymead,VA",0
1783,"Mount Vernon,MO","Bloomfield,IA","Ocean Grove,MA",1
1784,"Port St. Lucie,FL","Holtville,CA","Platte City,MO",0
1785,"Calabasas,CA","Valley Falls,RI","West Hollywood,CA",0
1786,"Paloma Creek South,TX","Taylor,TX","Sioux Center,IA",1
1787,"Hallandale Beach,FL","Cherryvale,SC","Rochester,WA",1
1788,"Brook Highland,AL","Forsyth,MO","Marion,AL",0
1789,"Cape Girardeau,MO","New Miami,OH","Iroquois Point,HI",1
1790,"Redwood,OR","Uniontown,OH","Allentown,PA",1
1791,"Franklin,NH","Highland Park,TX","Mount Vernon,KY",0
1792,"Suncook,NH","Waianae,HI","Ste. Genevieve,MO",0
1793,"Heathrow,FL","Gulf Park Estates,MS","Lacy-Lakeview,TX",1
1794,"Tunkhannock,PA","Merrick,NY","Syracuse,IN",1
1795,"Carrollton,IL","San Lorenzo,PR","Fitchburg,MA",0
1796,"Wellington,OH","Archbold,OH","Prairie du Chien,WI",1
1797,"North Westport,MA","Zimmerman,MN","Wormleysburg,PA",0
1798,"Many,LA","Alderson,WV","Klamath Falls,OR",1
1799,"Alexandria,IN","Hahira,GA","Smyrna,GA",0
1800,"Bear,DE","Princeton,MN","Brownsburg,IN",0
1801,"Lawson Heights,PA","Nags Head,NC","Carbondale,IL",1
1802,"Doral,FL","Bayville,NY","Mount Pleasant,WI",1
1803,"Longboat Key,FL","Punta Gorda,FL","Windcrest,TX",1
1804,"Darnestown,MD","Brownsburg,IN","Bakerstown,PA",0
1805,"Peotone,IL","Concordia,NJ","St. Johns,MI",0
1806,"Laguna Niguel,CA","Normal,IL","Mount Shasta,CA",0
1807,"June Park,FL","Trenton,OH","Ripley,MS",0
1808,"Wyoming,PA","Oswego,IL","Wildwood,FL",1
1809,"Rancho Calaveras,CA","Bloomingdale,NJ","Porterville,CA",0
1810,"Itasca,IL","Junction,TX","Ringgold,GA",0
1811,"Eldorado,IL","Villa Grove,IL","Los Altos,CA",1
1812,"Central Park,WA","Berwyn,PA","Los Alamitos,CA",0
1813,"Alexander,AR","County Center,VA","Wentzville,MO",0
1814,"Ashland,MO","Waimalu,HI","Bullard,TX",0
1815,"Hudson Falls,NY","Farmers Loop,AK","New Baltimore,VA",0
1816,"Allentown,PA","Menasha,WI","Spanish Fork,UT",1
1817,"North Bend,OR","Bald Knob,AR","Middletown,PA",1
1818,"Posen,IL","Haleiwa,HI","Windsor Heights,IA",0
1819,"Ashburn,GA","Manchester,MO","Pukalani,HI",1
1820,"Nashville,TN","Mont Belvieu,TX","Hide-A-Way Lake,MS",0
1821,"Central Point,OR","Day Heights,OH","Colonial Pine Hills,SD",0
1822,"Narragansett Pier,RI","Portageville,MO","Johnstown,CO",1
1823,"Dover,OH","De Soto,KS","Farmingdale,NY",0
1824,"Bardonia,NY","Rensselaer,IN","Twin Rivers,NJ",0
1825,"Fairfield,IL","Mount Healthy Heights,OH","St. James,NC",1
1826,"Peru,IL","Kamas,UT","Centralia,IL",0
1827,"Breese,IL","Bernalillo,NM","Goshen,CA",1
1828,"Saraland,AL","Harlem,GA","Waunakee,WI",1
1829,"Jacksonville,AR","Hazelwood,MO","Colorado City,AZ",1
1830,"Easton,MD","Crawfordville,FL","West New York,NJ",0
1831,"Columbus,NE","Pearland,TX","Seagraves,TX",0
1832,"Rollingwood,CA","San Anselmo,CA","Bailey's Crossroads,VA",1
1833,"Schulenburg,TX","Branson,MO","Clayton,MO",1
1834,"Port Charlotte,FL","New Cassel,NY","Savage,MN",1
1835,"North Tonawanda,NY","West Peoria,IL","Downingtown,PA",0
1836,"Tulsa,OK","Menifee,CA","Mims,FL",0
1837,"Kenmore,WA","Five Corners,WA","Kannapolis,NC",1
1838,"Dyer,IN","Shenandoah Farms,VA","Jurupa Valley,CA",1
1839,"Clayton,MO","Bayonne,NJ","Irondale,AL",0
1840,"Farmington,MO","Bozeman,MT","Seymour,TN",0
1841,"Belle Glade,FL","Enfield,NC","Brentwood,MD",1
1842,"Chicago Heights,IL","The Colony,TX","Forsyth,GA",0
1843,"Davenport,IA","Conrad,MT","Sisseton,SD",0
1844,"Brush Prairie,WA","Eaton Rapids,MI","Ardmore,OK",0
1845,"Jeffersontown,KY","Garden Home-Whitford,OR","Lancaster,SC",0
1846,"Carlisle,IA","Vienna,WV","Sullivan,IL",0
1847,"Camden,DE","Rochester,IL","Ramsey,NJ",0
1848,"Kent,OH","Greenfield,CA","Pulaski,VA",0
1849,"Angleton,TX","Highwood,IL","Windsor Heights,IA",0
1850,"Harrison,WI","Fort Campbell North,KY","Walker Mill,MD",1
1851,"Oak Grove,SC","Rahway,NJ","Lyndonville,VT",1
1852,"Feather Sound,FL","Devils Lake,ND","Abingdon,IL",0
1853,"Coram,NY","Golden Valley,MN","Lone Tree,CO",1
1854,"Florence,AZ","Altadena,CA","Chesapeake,VA",1
1855,"Arroyo,PR","Lewisville,TX","Fairmount,CO",1
1856,"Latrobe,PA","Larkspur,CA","Paoli,IN",0
1857,"Sidney,NE","Bennettsville,SC","Fajardo,PR",1
1858,"Mastic,NY","Waterford,WI","LaGrange,OH",0
1859,"Columbus,KS","San Marcos,TX","Mountainside,NJ",1
1860,"Prescott,WI","Raceland,LA","Edcouch,TX",1
1861,"Myrtle Beach,SC","Casa Grande,AZ","Rochester,IL",0
1862,"Olean,NY","West Whittier-Los Nietos,CA","Spotsylvania Courthouse,VA",0
1863,"Tularosa,NM","Bunnell,FL","Fort Lauderdale,FL",1
1864,"Marengo,IA","Crowley,LA","Okolona,MS",0
1865,"Wabasha,MN","Mineral Wells,TX","Sheridan,WY",0
1866,"Russell,KS","West Milwaukee,WI","Grovetown,GA",1
1867,"Knik-Fairview,AK","Rockledge,FL","Pocomoke City,MD",0
1868,"Tell City,IN","Allyn,WA","Saranac Lake,NY",0
1869,"Vidalia,LA","Gloucester,MA","Coleman,TX",0
1870,"Nicholson,MS","Bend,OR","Snyderville,UT",0
1871,"East Farmingdale,NY","Montgomery,MN","Meadows Place,TX",1
1872,"Swartzville,PA","Red Rock,AZ","Upland,IN",0
1873,"Horace,ND","St. Marys,WV","South San Jose Hills,CA",1
1874,"Waterbury,CT","Louisa,KY","Terra Bella,CA",1
1875,"Luverne,AL","Audubon,PA","Cartersville,GA",0
1876,"Jasper,IN","Cedar Springs,MI","Indian Wells,CA",1
1877,"Gibsonton,FL","Cactus,TX","Monsey,NY",0
1878,"Cortland,NY","Blackstone,VA","Mount Vernon,IL",1
1879,"Tampa,FL","Morongo Valley,CA","Cutten,CA",1
1880,"Carlsbad,NM","Linton Hall,VA","Hercules,CA",0
1881,"Zuni Pueblo,NM","Willow Park,TX","El Campo,TX",1
1882,"Bloomingdale,IL","Brandon,SD","Nazareth,PA",1
1883,"East Pasadena,CA","Forty Fort,PA","Lake Isabella,CA",0
1884,"San Dimas,CA","Murphy,TX","Glenshaw,PA",1
1885,"Norton Shores,MI","Three Lakes,FL","Kingsland,TX",0
1886,"Oxnard,CA","New Hope,MS","Inwood,FL",1
1887,"Emmett,ID","Ken Caryl,CO","Brinkley,AR",1
1888,"Middletown,NY","Reynoldsburg,OH","Fairview,TX",1
1889,"Washington,DC","Tyler,TX","North Druid Hills,GA",0
1890,"Wise,VA","Los Osos,CA","Kulpmont,PA",0
1891,"Gardner,MA","Fillmore,UT","Dayton,TX",0
1892,"Walton Park,NY","Reidsville,GA","Lucerne,CA",1
1893,"Little Ferry,NJ","Montebello,CA","Bronx,NY",0
1894,"Loyalhanna,PA","Miami,OK","Sabina,OH",0
1895,"Goodyear,AZ","Cuthbert,GA","York,SC",1
1896,"Mulvane,KS","McConnelsville,OH","Dunmore,PA",1
1897,"Oakland,TN","Garland,TX","Lake Wisconsin,WI",1
1898,"Yosemite Lakes,CA","Nichols Hills,OK","Prairie Heights,WA",0
1899,"Anna,IL","New Hope,MN","Guntersville,AL",0
1900,"Exeter,PA","Berkeley,CA","Martinsburg,WV",0
1901,"Greensburg,IN","Kiel,WI","Maytown,PA",1
1902,"West Bay Shore,NY","Portsmouth,NH","New Haven,CT",0
1903,"Abbeville,SC","Northridge,OH","Dove Valley,CO",1
1904,"Rochester,IL","La Homa,TX","West DeLand,FL",0
1905,"Makaha,HI","Greenville,KY","Gloucester City,NJ",1
1906,"Sykesville,MD","Greenville,MS","Stony Brook,NY",0
1907,"Columbia City,IN","Linganore,MD","Myrtle Creek,OR",1
1908,"The Acreage,FL","Greenville,KY","Wrangell,AK",1
1909,"Forest Hills,PA","Lewiston,ID","San Luis Obispo,CA",1
1910,"Harwood Heights,IL","Crown Point,IN","Milledgeville,GA",1
1911,"Soledad,CA","Bismarck,ND","Spring Arbor,MI",1
1912,"Big Sky,MT","Holdenville,OK","Monte Vista,CO",0
1913,"Fairburn,GA","Lake City,MN","Plantation,FL",0
1914,"Onalaska,TX","Paulding,OH","Del Rio,TX",0
1915,"Amarillo,TX","Indianola,IA","West Loch Estate,HI",1
1916,"Gladstone,MI","Lexington,MN","Ogdensburg,NY",1
1917,"Escalon,CA","Lexington,MN","Lander,WY",0
1918,"Long Lake,IL","Fairview,TX","Halfway,MD",0
1919,"Highland Park,TX","Silver Firs,WA","Muskogee,OK",0
1920,"North St. Paul,MN","Waverly,IA","Countryside,VA",1
1921,"Lancaster,TX","New Castle,IN","Broadlands,VA",1
