,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat
217,"Columbus, OH",-82.985,39.9862,"Asheville, NC",-82.5536,35.5704,"Kennewick, WA",-119.1732,46.1978
218,"Denver, CO",-104.8759,39.7621,"Olathe, KS",-94.8198,38.8832,"Carrollton, TX",-96.8999,32.989
219,"West Jordan, UT",-112.0008,40.6024,"Lakeland, FL",-81.9545,28.0556,"Casa Grande, AZ",-111.7624,32.9068
220,"Springfield, OH",-83.7957,39.9297,"Concord, NC",-80.6366,35.3933,"Pleasanton, CA",-121.8805,37.6663
221,"New Britain, CT",-72.7862,41.6758,"New Braunfels, TX",-98.1148,29.6994,"York, PA",-76.7315,39.9651
222,"Riverside, CA",-117.3948,33.9381,"Decatur, IL",-88.9337,39.8556,"Deerfield Beach, FL",-80.1277,26.305
223,"Long Beach, CA",-118.1675,33.7981,"Jersey City, NJ",-74.0682,40.7161,"Tracy, CA",-121.4522,37.7269
224,"Simi Valley, CA",-118.749,34.2663,"Idaho Falls, ID",-112.0362,43.4872,"Homestead, FL",-80.4472,25.4665
225,"West Lafayette, IN",-86.9239,40.4432,"El Paso de Robles, CA",-120.656,35.6394,"Boise, ID",-116.2312,43.6007
226,"Everett, WA",-122.1669,47.9525,"Walla Walla, WA",-118.3366,46.067,"Eden Prairie, MN",-93.4595,44.8488
227,"Lancaster, CA",-118.1753,34.6935,"Paramount, CA",-118.1652,33.8976,"Saratoga Springs, NY",-73.7775,43.0674
228,"Naperville, IL",-88.1657,41.7483,"Kent, WA",-122.2129,47.3887,"Columbia, SC",-80.9037,34.0376
229,"Chapel Hill, NC",-79.0391,35.927,"Elmira, NY",-76.8097,42.0938,"Holland, MI",-86.0985,42.7677
230,"Berwyn, IL",-87.7909,41.8433,"Rochester Hills, MI",-83.1563,42.6645,"Gainesville, GA",-83.8301,34.2903
231,"Gilroy, CA",-121.5855,37.0047,"Port St. Lucie, FL",-80.3883,27.2796,"Bradenton, FL",-82.5739,27.49
232,"Clovis, CA",-119.6831,36.8278,"Bellevue, WA",-122.1535,47.5951,"Homestead, FL",-80.4472,25.4665
233,"Lee's Summit, MO",-94.3816,38.9172,"Corvallis, OR",-123.278,44.5697,"Perth Amboy, NJ",-74.2724,40.5203
234,"St. Clair Shores, MI",-82.8957,42.4921,"Conroe, TX",-95.4825,30.3239,"Dover, DE",-75.5203,39.161
235,"El Paso, TX",-106.4309,31.8479,"Wellington, FL",-80.2699,26.6461,"Stillwater, OK",-97.074,36.1316
236,"Allentown, PA",-75.4756,40.5961,"West Valley City, UT",-112.0115,40.6889,"St. George, UT",-113.577,37.077
237,"Tucson, AZ",-110.8782,32.1545,"Daly City, CA",-122.4685,37.6862,"Cranston, RI",-71.4857,41.7658
238,"The Hammocks, FL",-80.4483,25.67,"La Crosse, WI",-91.2268,43.824,"Mansfield, TX",-97.1211,32.569
239,"Long Beach, CA",-118.1675,33.7981,"Mission, TX",-98.3251,26.2041,"Duluth, MN",-92.1392,46.7756
240,"Santee, CA",-116.9851,32.8554,"Fort Worth, TX",-97.3473,32.7811,"Rogers, AR",-94.1526,36.3172
241,"Daly City, CA",-122.4685,37.6862,"Waterloo, IA",-92.3522,42.492,"Bonita Springs, FL",-81.7861,26.3559
242,"Las Cruces, NM",-106.7892,32.3265,"St. Charles, MO",-90.5157,38.7954,"Texarkana, TX",-94.0815,33.4487
243,"Pocatello, ID",-112.4646,42.8724,"Apple Valley, CA",-117.2104,34.5328,"Lake Jackson, TX",-95.4522,29.0516
244,"Philadelphia, PA",-75.1339,40.0077,"San Juan, PR",-66.0636,18.4037,"Mauldin, SC",-82.3005,34.7849
245,"Boulder, CO",-105.2523,40.0249,"Pearland, TX",-95.3215,29.5585,"Barnstable, MA",-70.3599,41.6722
246,"Morristown, TN",-83.3006,36.2046,"Newark, OH",-82.4251,40.0705,"Taylor, MI",-83.2688,42.226
247,"North Richland Hills, TX",-97.218,32.8605,"Levittown, PA",-74.853,40.1537,"Morgantown, WV",-79.9468,39.638
248,"Gilbert, AZ",-111.7463,33.3101,"Gilroy, CA",-121.5855,37.0047,"Bolingbrook, IL",-88.1019,41.6903
249,"Somerville, MA",-71.1013,42.3908,"Bloomington, MN",-93.3151,44.8306,"Cicero, IL",-87.7593,41.8445
250,"North Charleston, SC",-80.0722,32.9066,"Gresham, OR",-122.4413,45.5023,"Westland, MI",-83.3805,42.3192
251,"Plymouth, MN",-93.4618,45.0225,"Jacksonville, FL",-81.6749,30.3322,"Kansas City, KS",-94.7443,39.1234
252,"Dublin, CA",-121.8963,37.7161,"San Jose, CA",-121.8486,37.3019,"Gilbert, AZ",-111.7463,33.3101
253,"Albany, OR",-123.0966,44.6274,"Coral Springs, FL",-80.2591,26.2702,"Manchester, NH",-71.4447,42.9848
254,"Traverse City, MI",-85.6035,44.7547,"Tulare, CA",-119.34,36.1996,"Coeur d'Alene, ID",-116.7935,47.7041
255,"Rockville, MD",-77.1552,39.0834,"Hacienda Heights, CA",-117.9728,33.997,"Denton, TX",-97.1419,33.2176
256,"Oak Park, IL",-87.7899,41.8872,"State College, PA",-77.8568,40.7909,"Virginia Beach, VA",-76.0435,36.7335
257,"Loveland, CO",-105.0623,40.4166,"Columbus, GA",-84.8771,32.51,"Santa Maria, CA",-120.4432,34.9334
258,"Portsmouth, VA",-76.354,36.8468,"Kansas City, KS",-94.7443,39.1234,"Lake Forest, CA",-117.6712,33.6606
259,"Houston, TX",-95.3889,29.7863,"Guaynabo, PR",-66.1134,18.3839,"Fairfield, CA",-122.0324,38.2592
260,"Livermore, CA",-121.7608,37.6862,"Tuscaloosa, AL",-87.5267,33.2348,"Antioch, CA",-121.7958,37.9789
261,"Spring, TX",-95.383,30.0613,"Corvallis, OR",-123.278,44.5697,"Temple, TX",-97.3894,31.1076
262,"Baytown, TX",-94.9669,29.7586,"Hamilton, OH",-84.5653,39.3938,"Livermore, CA",-121.7608,37.6862
263,"Cleveland, OH",-81.6804,41.4767,"Lauderhill, FL",-80.2242,26.1605,"Westland, MI",-83.3805,42.3192
264,"Brentwood, CA",-121.7191,37.9355,"North Port, FL",-82.1975,27.0577,"Eagle Pass, TX",-100.484,28.7125
265,"Casper, WY",-106.3207,42.842,"Kalamazoo, MI",-85.5882,42.2749,"Daytona Beach, FL",-81.0982,29.1994
266,"Lorain, OH",-82.184,41.4409,"Aurora, IL",-88.2901,41.7637,"San Francisco, CA",-122.443,37.7562
267,"Leander, TX",-97.8618,30.5728,"Johns Creek, GA",-84.2027,34.0333,"Hanover, PA",-76.9835,39.8117
268,"Dalton, GA",-84.9712,34.769,"Rio Rancho, NM",-106.6981,35.2872,"Hanover, PA",-76.9835,39.8117
269,"Hialeah, FL",-80.3046,25.8696,"Alton, IL",-90.1523,38.9034,"Edina, MN",-93.3602,44.8914
270,"Kingston, NY",-73.9968,41.9295,"Chandler, AZ",-111.8516,33.2826,"League City, TX",-95.1087,29.4873
271,"Hesperia, CA",-117.3147,34.3975,"Upland, CA",-117.6603,34.1178,"San Tan Valley, AZ",-111.5472,33.1879
272,"Harrisonburg, VA",-78.8735,38.4361,"Bozeman, MT",-111.0552,45.6832,"Wheeling, WV",-80.6951,40.0752
273,"Kendale Lakes, FL",-80.4078,25.7081,"Newark, NJ",-74.1725,40.7245,"Bryan, TX",-96.3668,30.6657
274,"Danbury, CT",-73.471,41.4016,"Bethlehem, PA",-75.3679,40.6266,"Springfield, IL",-89.6538,39.771
275,"Lansing, MI",-84.5601,42.7142,"Fremont, CA",-121.9852,37.5265,"Chandler, AZ",-111.8516,33.2826
276,"Stockton, CA",-121.3109,37.9765,"Brentwood, NY",-73.2522,40.7839,"Stillwater, OK",-97.074,36.1316
277,"Palm Bay, FL",-80.6627,27.955,"Oxnard, CA",-119.1815,34.1963,"Texarkana, TX",-94.0815,33.4487
278,"Amarillo, TX",-101.8311,35.1988,"Sandy Springs, GA",-84.3703,33.9366,"Bozeman, MT",-111.0552,45.6832
279,"Glendora, CA",-117.8468,34.1449,"Overland Park, KS",-94.687,38.887,"Alafaya, FL",-81.1865,28.5278
280,"Bethesda, MD",-77.1188,38.9866,"Columbia, MD",-76.859,39.2004,"Lakewood, CA",-118.1221,33.8471
281,"Lake Charles, LA",-93.2122,30.2012,"Homestead, FL",-80.4472,25.4665,"Duluth, MN",-92.1392,46.7756
282,"Lynwood, CA",-118.2017,33.924,"Dale City, VA",-77.3459,38.6473,"Lacey, WA",-122.7934,47.046
283,"Port Arthur, TX",-93.9264,29.8554,"Clearwater, FL",-82.7622,27.9789,"Columbus, OH",-82.985,39.9862
284,"Bethlehem, PA",-75.3679,40.6266,"Hialeah, FL",-80.3046,25.8696,"Rocklin, CA",-121.2488,38.8075
285,"Lake Elsinore, CA",-117.3344,33.6847,"Miami, FL",-80.2102,25.7839,"Auburn, WA",-122.2108,47.3039
286,"Brunswick, GA",-81.474,31.145,"Beloit, WI",-89.0184,42.523,"Henderson, NV",-115.038,36.0133
287,"Lynn, MA",-70.9663,42.4779,"Casper, WY",-106.3207,42.842,"Taylorsville, UT",-111.9493,40.657
288,"Seaside, CA",-121.8191,36.6224,"Glendora, CA",-117.8468,34.1449,"Greeley, CO",-104.7706,40.4151
289,"Louisville, KY",-85.6485,38.1663,"Kendale Lakes, FL",-80.4078,25.7081,"Morristown, TN",-83.3006,36.2046
290,"Daly City, CA",-122.4685,37.6862,"Huntersville, NC",-80.8727,35.4058,"Garland, TX",-96.6305,32.91
291,"Portland, ME",-70.2715,43.6773,"Wilmington, DE",-75.5413,39.7415,"Davis, CA",-121.7365,38.5552
292,"Binghamton, NY",-75.9093,42.1014,"Rochester, MN",-92.4778,44.0151,"Round Lake Beach, IL",-88.0811,42.379
293,"Summerville, SC",-80.1799,33.0015,"Myrtle Beach, SC",-78.8843,33.7096,"Skokie, IL",-87.74,42.0359
294,"Atascocita, TX",-95.1953,29.9777,"Bellevue, WA",-122.1535,47.5951,"Monessen, PA",-79.8828,40.1519
295,"Orland Park, IL",-87.8619,41.6074,"Salem, OR",-123.0246,44.9231,"Cathedral City, CA",-116.4642,33.8363
296,"Taunton, MA",-71.0943,41.9036,"Largo, FL",-82.7711,27.9088,"Winchester, VA",-78.1746,39.1735
297,"Brunswick, GA",-81.474,31.145,"Springdale, AR",-94.1574,36.1899,"North Las Vegas, NV",-115.0901,36.288
298,"The Woodlands, TX",-95.5134,30.1738,"Meridian, ID",-116.3968,43.6112,"Johns Creek, GA",-84.2027,34.0333
299,"Petaluma, CA",-122.6267,38.2423,"Fall River, MA",-71.1014,41.7137,"Vacaville, CA",-121.968,38.359
300,"Chambersburg, PA",-77.6556,39.9315,"Sahuarita, AZ",-110.9654,31.9323,"Lewisville, TX",-96.9823,33.0452
301,"San Francisco, CA",-122.443,37.7562,"Midwest City, OK",-97.3709,35.463,"Westminster, CA",-117.9938,33.7523
302,"Norwalk, CT",-73.4215,41.1144,"Pittsburgh, PA",-79.9762,40.4396,"Spring Valley, NV",-115.2619,36.0987
303,"Surprise, AZ",-112.4524,33.68,"Rosemead, CA",-118.0823,34.0689,"Joplin, MO",-94.5018,37.0758
304,"Dalton, GA",-84.9712,34.769,"High Point, NC",-79.9938,35.9907,"Rockville, MD",-77.1552,39.0834
305,"Leominster, MA",-71.7717,42.5209,"Baldwin Park, CA",-117.9721,34.0829,"Lafayette, CO",-105.0997,39.9949
306,"Oceanside, CA",-117.3083,33.2247,"Westland, MI",-83.3805,42.3192,"Las Vegas, NV",-115.2654,36.2333
307,"Bloomington, MN",-93.3151,44.8306,"Davis, CA",-121.7365,38.5552,"Rogers, AR",-94.1526,36.3172
308,"Mayagüez, PR",-67.1397,18.2003,"Dale City, VA",-77.3459,38.6473,"Chapel Hill, NC",-79.0391,35.927
309,"Kennewick, WA",-119.1732,46.1978,"Fremont, CA",-121.9852,37.5265,"Orland Park, IL",-87.8619,41.6074
310,"North Las Vegas, NV",-115.0901,36.288,"Aloha, OR",-122.8726,45.492,"Collierville, TN",-89.6988,35.0471
311,"Cranston, RI",-71.4857,41.7658,"Inglewood, CA",-118.3444,33.9566,"Austin, TX",-97.7522,30.3004
312,"Monterey Park, CA",-118.1326,34.0497,"Fullerton, CA",-117.9279,33.8841,"Fort Smith, AR",-94.3695,35.3493
313,"Wausau, WI",-89.6459,44.962,"Springfield, MO",-93.2916,37.1943,"Highland, CA",-117.1654,34.1113
314,"La Mesa, CA",-117.0204,32.7703,"Asheville, NC",-82.5536,35.5704,"Lancaster, CA",-118.1753,34.6935
315,"Plantation, FL",-80.2617,26.126,"Grand Prairie, TX",-97.0209,32.6872,"Clovis, CA",-119.6831,36.8278
316,"Apple Valley, CA",-117.2104,34.5328,"Bloomington, MN",-93.3151,44.8306,"New York, NY",-73.9249,40.6943
317,"Vancouver, WA",-122.5967,45.6366,"Bloomington, IN",-86.5257,39.1637,"Columbia, SC",-80.9037,34.0376
318,"Margate, FL",-80.2119,26.2466,"Waldorf, MD",-76.9195,38.6085,"Pottstown, PA",-75.6444,40.2507
319,"Cary, NC",-78.8191,35.782,"Staunton, VA",-79.0611,38.1593,"Santa Rosa, CA",-122.7067,38.4458
320,"Lakewood, WA",-122.5299,47.1628,"Panama City, FL",-85.6004,30.1995,"Fall River, MA",-71.1014,41.7137
321,"Spring, TX",-95.383,30.0613,"Oshkosh, WI",-88.5619,44.0228,"Palm Beach Gardens, FL",-80.1679,26.8466
322,"Grapevine, TX",-97.0744,32.9343,"Germantown, MD",-77.2643,39.1755,"Indianapolis, IN",-86.1458,39.7771
323,"Richardson, TX",-96.7093,32.9717,"Athens, GA",-83.3689,33.9508,"Dover, DE",-75.5203,39.161
324,"Arlington, TX",-97.125,32.6998,"Commerce City, CO",-104.8434,39.8642,"Pittsburgh, PA",-79.9762,40.4396
325,"Athens, GA",-83.3689,33.9508,"Kennewick, WA",-119.1732,46.1978,"Wichita Falls, TX",-98.5291,33.9072
326,"Baldwin Park, CA",-117.9721,34.0829,"St. Joseph, MO",-94.821,39.7599,"Yonkers, NY",-73.8674,40.9466
327,"Staunton, VA",-79.0611,38.1593,"Manhattan, NY",-73.9662,40.7834,"Bradenton, FL",-82.5739,27.49
328,"Kingston, NY",-73.9968,41.9295,"Orlando, FL",-81.3369,28.4772,"South San Francisco, CA",-122.4197,37.6536
329,"Fairfield, CA",-122.0324,38.2592,"Centreville, VA",-77.4388,38.8391,"Warner Robins, GA",-83.6529,32.597
330,"Vineland, NJ",-74.9981,39.4653,"Lakeville, MN",-93.252,44.6774,"Bethesda, MD",-77.1188,38.9866
331,"Pasadena, TX",-95.1499,29.6583,"West Valley City, UT",-112.0115,40.6889,"Vancouver, WA",-122.5967,45.6366
332,"Rogers, AR",-94.1526,36.3172,"Pharr, TX",-98.1904,26.1685,"Columbus, GA",-84.8771,32.51
333,"Des Plaines, IL",-87.9009,42.0345,"Cupertino, CA",-122.0465,37.3168,"Palm Desert, CA",-116.3695,33.7378
334,"Dayton, OH",-84.1998,39.7797,"Surprise, AZ",-112.4524,33.68,"Raleigh, NC",-78.6435,35.8325
335,"Wylie, TX",-96.5161,33.0362,"Longmont, CO",-105.1005,40.1686,"Hacienda Heights, CA",-117.9728,33.997
336,"Waco, TX",-97.1881,31.5598,"Grand Forks, ND",-97.0886,47.9218,"Gastonia, NC",-81.1853,35.2494
337,"Fond du Lac, WI",-88.4396,43.7718,"Corona, CA",-117.5649,33.8616,"Stamford, CT",-73.5583,41.1035
338,"Schenectady, NY",-73.9276,42.8025,"Kansas City, KS",-94.7443,39.1234,"Huntington Beach, CA",-118.0025,33.696
339,"Grand Forks, ND",-97.0886,47.9218,"Fayetteville, AR",-94.166,36.0713,"Casas Adobes, AZ",-111.0114,32.3423
340,"Porterville, CA",-119.0338,36.0644,"Missoula, MT",-114.0214,46.875,"Malden, MA",-71.0576,42.4305
341,"Corpus Christi, TX",-97.3755,27.726,"Green Bay, WI",-87.9896,44.515,"Miami Beach, FL",-80.1396,25.8171
342,"Denver, CO",-104.8759,39.7621,"Gainesville, GA",-83.8301,34.2903,"Southfield, MI",-83.2605,42.4765
343,"Encinitas, CA",-117.2613,33.049,"Boston, MA",-71.0846,42.3188,"Florence-Graham, CA",-118.2447,33.9682
344,"Cambridge, MA",-71.1185,42.3759,"Clifton, NJ",-74.1575,40.8631,"Gainesville, FL",-82.3458,29.6804
345,"Marietta, GA",-84.5422,33.9533,"Ellicott City, MD",-76.8344,39.2773,"Maple Grove, MN",-93.4626,45.1089
346,"Palo Alto, CA",-122.1468,37.3913,"Bethesda, MD",-77.1188,38.9866,"Gainesville, GA",-83.8301,34.2903
347,"Myrtle Beach, SC",-78.8843,33.7096,"Slidell, LA",-89.7826,30.2881,"Rock Hill, SC",-81.0244,34.9416
348,"Santa Maria, CA",-120.4432,34.9334,"St. Augustine, FL",-81.31,29.8977,"Rapid City, SD",-103.2204,44.0716
349,"Deltona, FL",-81.2137,28.905,"Costa Mesa, CA",-117.9135,33.6667,"Brentwood, CA",-121.7191,37.9355
350,"Coeur d'Alene, ID",-116.7935,47.7041,"Fremont, CA",-121.9852,37.5265,"Memphis, TN",-89.9773,35.1046
351,"Greenwood, IN",-86.1073,39.6019,"Midwest City, OK",-97.3709,35.463,"Port Arthur, TX",-93.9264,29.8554
352,"Bangor, ME",-68.7906,44.8322,"Hanford, CA",-119.6549,36.3274,"Palm Harbor, FL",-82.7481,28.0847
353,"Warren, MI",-83.027,42.4934,"Cedar Rapids, IA",-91.6782,41.9665,"Charleston, SC",-79.9628,32.8153
354,"Suffolk, VA",-76.6398,36.6953,"Rogers, AR",-94.1526,36.3172,"Pasadena, CA",-118.139,34.1597
355,"Santa Maria, CA",-120.4432,34.9334,"Norwalk, CA",-118.0829,33.9069,"Myrtle Beach, SC",-78.8843,33.7096
356,"High Point, NC",-79.9938,35.9907,"Carson, CA",-118.2559,33.8374,"Plantation, FL",-80.2617,26.126
357,"Kendale Lakes, FL",-80.4078,25.7081,"Denton, TX",-97.1419,33.2176,"Pueblo, CO",-104.6112,38.2705
358,"Alameda, CA",-122.2672,37.767,"Twin Falls, ID",-114.4615,42.5645,"Orland Park, IL",-87.8619,41.6074
359,"Milwaukee, WI",-87.9673,43.0642,"Carmel, IN",-86.146,39.965,"West Allis, WI",-88.0296,43.0068
360,"Casper, WY",-106.3207,42.842,"Iowa City, IA",-91.5303,41.6559,"Norwalk, CA",-118.0829,33.9069
361,"Fountainebleau, FL",-80.3458,25.7723,"Waltham, MA",-71.2423,42.3889,"Salinas, CA",-121.6317,36.6884
362,"Silver Spring, MD",-77.0207,39.0028,"Lakewood, CA",-118.1221,33.8471,"Framingham, MA",-71.4368,42.3085
363,"Forney, TX",-96.4529,32.744,"Bangor, ME",-68.7906,44.8322,"Merced, CA",-120.4778,37.3057
364,"Poughkeepsie, NY",-73.921,41.6949,"Sierra Vista, AZ",-110.3153,31.563,"San Clemente, CA",-117.6103,33.4498
365,"Sioux City, IA",-96.3901,42.4959,"Duluth, MN",-92.1392,46.7756,"Sierra Vista, AZ",-110.3153,31.563
366,"Hacienda Heights, CA",-117.9728,33.997,"Augusta, GA",-82.0708,33.3645,"Daytona Beach, FL",-81.0982,29.1994
367,"Palm Bay, FL",-80.6627,27.955,"Woodland, CA",-121.75,38.6712,"Newark, OH",-82.4251,40.0705
368,"Hammond, IN",-87.491,41.6169,"Pittsburg, CA",-121.8964,38.0182,"Fargo, ND",-96.8292,46.8652
369,"Grand Forks, ND",-97.0886,47.9218,"Greensboro, NC",-79.8269,36.0956,"Nampa, ID",-116.5631,43.5845
370,"North Richland Hills, TX",-97.218,32.8605,"Anniston, AL",-85.8136,33.6712,"Flint, MI",-83.6922,43.0235
371,"Palm Harbor, FL",-82.7481,28.0847,"Moreno Valley, CA",-117.2045,33.9244,"Greenville, NC",-77.3768,35.5956
372,"Eastvale, CA",-117.5802,33.9617,"Meriden, CT",-72.7944,41.5367,"Spartanburg, SC",-81.9257,34.9437
373,"Evanston, IL",-87.6942,42.0463,"Sparks, NV",-119.7157,39.5729,"Davie, FL",-80.287,26.0789
374,"North Charleston, SC",-80.0722,32.9066,"Farmington Hills, MI",-83.3771,42.486,"Denton, TX",-97.1419,33.2176
375,"Dover, NH",-70.8845,43.1887,"Houston, TX",-95.3889,29.7863,"Lompoc, CA",-120.4714,34.6618
376,"Moore, OK",-97.4758,35.3293,"Goodyear, AZ",-112.3622,33.2613,"St. Cloud, MN",-94.1718,45.5339
377,"Fargo, ND",-96.8292,46.8652,"Denton, TX",-97.1419,33.2176,"Oshkosh, WI",-88.5619,44.0228
378,"Milwaukee, WI",-87.9673,43.0642,"Brockton, MA",-71.0242,42.0821,"Overland Park, KS",-94.687,38.887
379,"Waterbury, CT",-73.0361,41.5583,"Pontiac, MI",-83.2878,42.6493,"Kingston, NY",-73.9968,41.9295
380,"Amarillo, TX",-101.8311,35.1988,"Shawnee, KS",-94.8076,39.0158,"Lansing, MI",-84.5601,42.7142
381,"Weirton, WV",-80.5671,40.406,"Evansville, IN",-87.5341,37.9881,"Santa Barbara, CA",-119.7202,34.4285
382,"Casas Adobes, AZ",-111.0114,32.3423,"Wheeling, WV",-80.6951,40.0752,"Bowling Green, KY",-86.4373,36.9719
383,"Murrieta, CA",-117.1909,33.572,"Pocatello, ID",-112.4646,42.8724,"Buckeye, AZ",-112.6429,33.4314
384,"Denton, TX",-97.1419,33.2176,"Jackson, TN",-88.8353,35.6535,"Glendora, CA",-117.8468,34.1449
385,"San Bernardino, CA",-117.2946,34.1417,"Owensboro, KY",-87.1173,37.7574,"Sumter, SC",-80.393,33.9392
386,"Shawnee, KS",-94.8076,39.0158,"Pembroke Pines, FL",-80.3382,26.0128,"Lawrence, KS",-95.2641,38.9597
387,"Canton, OH",-81.3677,40.8075,"Mansfield, TX",-97.1211,32.569,"La Crosse, WI",-91.2268,43.824
388,"Janesville, WI",-89.0136,42.6855,"Apopka, FL",-81.5304,28.7014,"Castro Valley, CA",-122.0631,37.7091
389,"Gulfport, MS",-89.0703,30.4271,"Centreville, VA",-77.4388,38.8391,"Riverview, FL",-82.3023,27.8227
390,"Yuma, AZ",-114.5488,32.5992,"Trenton, NJ",-74.7641,40.2236,"Asheville, NC",-82.5536,35.5704
391,"Bloomington, MN",-93.3151,44.8306,"Peabody, MA",-70.9724,42.5335,"Alton, IL",-90.1523,38.9034
392,"Lakewood, WA",-122.5299,47.1628,"San Juan, PR",-66.0636,18.4037,"Florence, AL",-87.6654,34.8303
393,"Salinas, CA",-121.6317,36.6884,"Santa Ana, CA",-117.8819,33.7366,"Waterloo, IA",-92.3522,42.492
394,"McAllen, TX",-98.2471,26.2273,"San Rafael, CA",-122.5222,37.9905,"Cranston, RI",-71.4857,41.7658
395,"Hemet, CA",-116.9969,33.7341,"Palm Beach Gardens, FL",-80.1679,26.8466,"Irving, TX",-96.9702,32.8584
396,"New Brunswick, NJ",-74.445,40.487,"Lowell, MA",-71.3217,42.6389,"Delray Beach, FL",-80.0905,26.455
397,"Grand Junction, CO",-108.5673,39.0876,"Kettering, OH",-84.1495,39.6957,"Kissimmee, FL",-81.4164,28.3042
398,"Saginaw, MI",-83.9501,43.4199,"Mesquite, TX",-96.5889,32.7623,"Lafayette, IN",-86.8594,40.399
399,"Novato, CA",-122.5576,38.092,"Mishawaka, IN",-86.1669,41.6736,"Apex, NC",-78.8728,35.7239
400,"Shawnee, KS",-94.8076,39.0158,"Winston-Salem, NC",-80.2611,36.1029,"Alafaya, FL",-81.1865,28.5278
401,"Lewisville, TX",-96.9823,33.0452,"League City, TX",-95.1087,29.4873,"Davenport, IA",-90.6052,41.5563
402,"Kalamazoo, MI",-85.5882,42.2749,"Omaha, NE",-96.0522,41.2627,"Beaumont, TX",-94.1451,30.0849
403,"Oshkosh, WI",-88.5619,44.0228,"Springdale, AR",-94.1574,36.1899,"Ellicott City, MD",-76.8344,39.2773
404,"Lima, OH",-84.1121,40.741,"Margate, FL",-80.2119,26.2466,"Brooklyn, NY",-73.9496,40.6501
405,"Bellflower, CA",-118.1271,33.888,"Poughkeepsie, NY",-73.921,41.6949,"Casas Adobes, AZ",-111.0114,32.3423
406,"South Hill, WA",-122.2848,47.1203,"Corpus Christi, TX",-97.3755,27.726,"Roanoke, VA",-79.958,37.2785
407,"The Hammocks, FL",-80.4483,25.67,"Pittsburg, CA",-121.8964,38.0182,"Midland, TX",-102.1137,32.0249
408,"Anniston, AL",-85.8136,33.6712,"Fort Wayne, IN",-85.1437,41.0886,"Pflugerville, TX",-97.6022,30.452
409,"Tulare, CA",-119.34,36.1996,"South Hill, WA",-122.2848,47.1203,"Pasadena, CA",-118.139,34.1597
410,"Brentwood, CA",-121.7191,37.9355,"Gilbert, AZ",-111.7463,33.3101,"Winter Haven, FL",-81.7017,28.0118
411,"Dover, NH",-70.8845,43.1887,"Springdale, AR",-94.1574,36.1899,"West Lafayette, IN",-86.9239,40.4432
412,"Santa Fe, NM",-105.9819,35.6619,"Lake Forest, CA",-117.6712,33.6606,"Tulare, CA",-119.34,36.1996
413,"Oceanside, CA",-117.3083,33.2247,"Lewiston, ME",-70.1681,44.0915,"Danbury, CT",-73.471,41.4016
414,"Fayetteville, NC",-78.9776,35.0846,"Greenville, SC",-82.3647,34.8353,"Skokie, IL",-87.74,42.0359
415,"Dearborn, MI",-83.2129,42.3127,"Antioch, CA",-121.7958,37.9789,"Bullhead City, AZ",-114.546,35.1205
416,"Edmond, OK",-97.4159,35.6689,"Baytown, TX",-94.9669,29.7586,"Seaside, CA",-121.8191,36.6224
417,"Collierville, TN",-89.6988,35.0471,"Bremerton, WA",-122.7122,47.5436,"Rocklin, CA",-121.2488,38.8075
418,"Lenexa, KS",-94.8018,38.9609,"Mayagüez, PR",-67.1397,18.2003,"Clovis, CA",-119.6831,36.8278
419,"Conroe, TX",-95.4825,30.3239,"Hoffman Estates, IL",-88.1468,42.0639,"Middletown, NY",-74.4236,41.4459
420,"Union City, NJ",-74.0323,40.7674,"Elk Grove, CA",-121.3842,38.416,"Kannapolis, NC",-80.6403,35.4764
421,"Denton, TX",-97.1419,33.2176,"New Haven, CT",-72.9246,41.3112,"Pine Hills, FL",-81.4693,28.5818
422,"Casa Grande, AZ",-111.7624,32.9068,"Indio, CA",-116.2346,33.7346,"Plantation, FL",-80.2617,26.126
423,"DeSoto, TX",-96.8633,32.5992,"Albany, OR",-123.0966,44.6274,"Downey, CA",-118.1312,33.9379
424,"Sioux City, IA",-96.3901,42.4959,"Meridian, ID",-116.3968,43.6112,"Hesperia, CA",-117.3147,34.3975
425,"Casa Grande, AZ",-111.7624,32.9068,"York, PA",-76.7315,39.9651,"Blaine, MN",-93.2077,45.1696
426,"Menifee, CA",-117.1849,33.6909,"Huntsville, AL",-86.6412,34.6988,"Gardena, CA",-118.3073,33.8944
427,"Rancho Cordova, CA",-121.2523,38.574,"Kingston, NY",-73.9968,41.9295,"Schaumburg, IL",-88.0838,42.0307
428,"New Rochelle, NY",-73.7836,40.9305,"Orlando, FL",-81.3369,28.4772,"Coconut Creek, FL",-80.1842,26.2803
429,"Aspen Hill, MD",-77.0823,39.0928,"Stamford, CT",-73.5583,41.1035,"Rocklin, CA",-121.2488,38.8075
430,"Lakewood, CO",-105.1168,39.6977,"Lakewood, CA",-118.1221,33.8471,"Alexandria, LA",-92.4702,31.2923
431,"Johns Creek, GA",-84.2027,34.0333,"Muskegon, MI",-86.2563,43.2281,"Lake Jackson, TX",-95.4522,29.0516
432,"Yuma, AZ",-114.5488,32.5992,"Paramount, CA",-118.1652,33.8976,"Charlottesville, VA",-78.4855,38.0375
433,"La Crosse, WI",-91.2268,43.824,"Hot Springs, AR",-93.0501,34.4892,"Springfield, MA",-72.5395,42.1155
